"","Player","Season","Age","Tm","WS","G","GS","MP","FG","FGPM","FGA","FGAPM","X2P","X2PPM","X2PA","X2PAPM","X3P","X3PPM","X3PA","X3PAPM","FT","FTPM","FTA","FTAPM","ORB","ORBPM","TRB","TRBPM","DRB","DRBPM","AST","ASPM","STL","SPM","BLK","BPM","TOV","TPM","PF","PFPM","PTS","PPM","POS","POPM","FG.","FT.","X2P.","X3P.","eFG.","APM","RAPM","Salary"
"36","Camille Little",2019,34,"PHO",0.6,29,0,425,40,3.38823529411765,92,7.79294117647059,33,2.79529411764706,71,6.01411764705882,7,0.592941176470588,21,1.77882352941176,25,2.11764705882353,31,2.62588235294118,19,1.60941176470588,69,5.84470588235294,50,4.23529411764706,23,1.94823529411765,11,0.931764705882353,8,0.677647058823529,25,2.11764705882353,51,4.32,112,9.48705882352941,287,24.3105882352941,0.435,0.806,0.465,0.333,0.473,1.66031888710254,0.329757835532938,101000
"37","Candace Parker",2019,33,"LAS",1.8,22,22,571,89,5.61120840630473,211,13.3029772329247,73,4.60245183887916,151,9.52014010507881,16,1.00875656742557,60,3.78283712784588,53,3.3415061295972,67,4.22416812609457,24,1.51313485113835,140,8.82661996497373,116,7.31348511383538,76,4.79159369527145,23,1.45008756567426,17,1.07180385288967,54,3.4045534150613,39,2.45884413309982,247,15.5726795096322,4263,268.77057793345,0.422,0.791,0.483,0.267,0.46,11.3812287206245,2.45650577657053,117500
"38","Candice Dupree",2019,34,"IND",1.6,34,34,1043,174,6.00575263662512,369,12.7363374880153,174,6.00575263662512,366,12.6327900287632,0,0,3,0.103547459252157,47,1.6222435282838,56,1.93288590604027,24,0.828379674017258,169,5.83317353787152,145,5.00479386385427,86,2.96836049856184,15,0.517737296260786,19,0.655800575263663,52,1.79482262703739,34,1.17353787152445,395,13.633748801534,2301,79.4209012464046,0.472,0.839,0.475,0,0.472,-7.69633944503735,-0.741939839216937,117500
"39","Carolyn Swords",2019,29,"LVA",0.4,29,4,257,32,4.48249027237354,73,10.2256809338521,32,4.48249027237354,73,10.2256809338521,0,0,0,0,11,1.5408560311284,13,1.82101167315175,19,2.66147859922179,63,8.82490272373541,44,6.16342412451362,10,1.40077821011673,7,0.980544747081712,3,0.420233463035019,17,2.38132295719844,27,3.78210116731517,75,10.5058365758755,524,73.4007782101167,0.438,0.846,0.438,NA,0.438,-1.5715520897243,-0.283819524693258,83300
"40","Chelsea Gray",2019,26,"LAS",2.4,34,34,1108,188,6.10830324909747,452,14.6859205776173,138,4.48375451263538,321,10.4296028880866,50,1.62454873646209,131,4.25631768953069,66,2.14440433212996,72,2.33935018050542,14,0.454873646209386,128,4.15884476534296,114,3.70397111913357,202,6.56317689530686,33,1.07220216606498,3,0.0974729241877256,108,3.50902527075812,49,1.59205776173285,492,15.985559566787,2614,84.9314079422383,0.416,0.917,0.43,0.382,0.471,-0.875185904521321,0.0522419651842839,115000
"41","Cheyenne Parker",2019,26,"CHI",2.6,34,0,670,107,5.74925373134328,233,12.5194029850746,102,5.48059701492537,215,11.5522388059701,5,0.26865671641791,18,0.967164179104478,80,4.29850746268657,95,5.1044776119403,62,3.33134328358209,197,10.5850746268657,135,7.25373134328358,30,1.61194029850746,25,1.34328358208955,42,2.25671641791045,45,2.41791044776119,81,4.35223880597015,299,16.065671641791,3927,211.002985074627,0.459,0.842,0.474,0.278,0.47,-8.65617516105986,-1.82322442118854,110000
"42","Chiney Ogwumike",2019,27,"LAS",3,32,14,697,125,6.45624103299857,253,13.0674318507891,124,6.40459110473458,249,12.8608321377331,1,0.0516499282639885,4,0.206599713055954,55,2.84074605451937,68,3.51219512195122,81,4.18364418938307,184,9.50358680057389,103,5.31994261119082,25,1.29124820659971,33,1.70444763271162,23,1.18794835007174,42,2.16929698708752,110,5.68149210903874,306,15.8048780487805,2101,108.51649928264,0.494,0.809,0.498,0.25,0.496,3.26451569187973,0.557696914954026,117500
"43","Chloe Jackson",2019,22,"CHI",-0.2,8,0,32,2,2.25,9,10.125,2,2.25,9,10.125,0,0,0,0,1,1.125,6,6.75,3,3.375,6,6.75,3,3.375,4,4.5,5,5.625,0,0,6,6.75,1,1.125,5,5.625,2819,3171.375,0.222,0.167,0.222,NA,0.222,7.14372013353453,0.390308696468259,35478
"44","Courtney Paris",2019,31,"SEA",0.3,30,0,190,6,1.13684210526316,15,2.84210526315789,6,1.13684210526316,15,2.84210526315789,0,0,0,0,3,0.568421052631579,7,1.32631578947368,13,2.46315789473684,52,9.85263157894737,39,7.38947368421053,13,2.46315789473684,8,1.51578947368421,3,0.568421052631579,9,1.70526315789474,18,3.41052631578947,15,2.84210526315789,1819,344.652631578947,0.4,0.429,0.4,NA,0.4,-13.0412686062772,-1.41584326294036,111000
"45","Courtney Vandersloot",2019,30,"CHI",4.1,33,33,991,135,4.90413723511604,299,10.86175580222,104,3.77800201816347,192,6.97477295660948,31,1.12613521695257,107,3.88698284561049,68,2.47023208879919,80,2.90615539858729,20,0.726538849646821,143,5.19475277497477,123,4.46821392532795,300,10.8980827447023,45,1.63471241170535,15,0.544904137235116,96,3.48738647830474,50,1.81634712411705,369,13.4046417759839,3842,139.568113017154,0.452,0.85,0.542,0.29,0.503,9.41529338610021,2.13080653098616,117500
"46","Courtney Williams",2019,25,"CON",3.5,34,34,988,187,6.81376518218624,430,15.668016194332,171,6.23076923076923,395,14.3927125506073,16,0.582995951417004,35,1.2753036437247,60,2.18623481781376,75,2.73279352226721,48,1.74898785425101,189,6.88663967611336,141,5.13765182186235,129,4.7004048582996,46,1.67611336032389,13,0.473684210526316,56,2.04048582995951,47,1.71255060728745,450,16.3967611336032,1920,69.9595141700405,0.435,0.8,0.433,0.457,0.453,-0.526987224400699,0.0569819026213433,59718
"47","Crystal Langhorne",2019,32,"SEA",0.6,34,4,577,70,4.36741767764298,171,10.6689774696707,52,3.24436741767764,114,7.11265164644714,18,1.12305025996534,57,3.55632582322357,33,2.05892547660312,44,2.74523396880416,27,1.68457538994801,106,6.61351819757366,79,4.92894280762565,33,2.05892547660312,10,0.623916811091854,9,0.561525129982669,43,2.68284228769497,35,2.18370883882149,191,11.9168110918544,1731,108,0.409,0.75,0.456,0.316,0.462,-0.953615167649706,0.366286340341393,105000
"48","Damiris Dantas",2019,26,"MIN",2.2,26,26,667,89,4.80359820089955,206,11.1184407796102,47,2.53673163418291,99,5.34332833583208,42,2.26686656671664,107,5.77511244377811,19,1.02548725637181,26,1.40329835082459,28,1.51124437781109,116,6.26086956521739,88,4.7496251874063,84,4.53373313343328,19,1.02548725637181,15,0.809595202398801,45,2.4287856071964,74,3.99400299850075,239,12.8995502248876,1003,54.1349325337331,0.432,0.731,0.475,0.393,0.534,-1.2291034995962,-0.132248331694316,105000
"49","Danielle Robinson",2019,30,"MIN",2.3,34,25,919,138,5.40587595212187,316,12.3786724700762,129,5.05331882480958,275,10.7725788900979,9,0.352557127312296,41,1.60609357997824,58,2.27203482045702,66,2.5854189336235,22,0.861806311207835,118,4.62241566920566,96,3.76060935799782,125,4.89662676822633,42,1.64526659412405,7,0.274211099020675,70,2.74211099020675,61,2.38955386289445,343,13.4363438520131,3806,149.092491838955,0.437,0.879,0.469,0.22,0.451,9.72244163353544,2.36744726802644,108000
"50","Dearica Hamby",2019,25,"LVA",3.6,34,9,842,141,6.02850356294537,289,12.3562945368171,124,5.30166270783848,236,10.0902612826603,17,0.726840855106888,53,2.26603325415677,74,3.16389548693587,103,4.40380047505938,76,3.24940617577197,257,10.9881235154394,181,7.73871733966746,65,2.7790973871734,33,1.41092636579572,12,0.513064133016627,61,2.60807600950119,71,3.03562945368171,373,15.9477434679335,3911,167.216152019002,0.488,0.718,0.525,0.321,0.517,-3.09428897003986,-0.817709901228354,115000
"51","DeWanna Bonner",2019,31,"PHO",4,34,34,1120,190,6.10714285714286,504,16.2,138,4.43571428571429,313,10.0607142857143,52,1.67142857142857,191,6.13928571428571,153,4.91785714285714,167,5.36785714285714,34,1.09285714285714,260,8.35714285714286,226,7.26428571428571,92,2.95714285714286,44,1.41428571428571,21,0.675,53,1.70357142857143,55,1.76785714285714,585,18.8035714285714,3546,113.978571428571,0.377,0.916,0.441,0.272,0.429,-3.80116441055129,-0.871882949014923,127500
"52","Diamond DeShields",2019,24,"CHI",2.4,34,34,1027,192,6.730282375852,481,16.8607594936709,142,4.97760467380721,323,11.3222979552093,50,1.75267770204479,158,5.53846153846154,117,4.10126582278481,140,4.90749756572541,29,1.01655306718598,187,6.55501460564752,158,5.53846153846154,82,2.87439143135346,43,1.50730282375852,14,0.490749756572541,74,2.59396299902629,92,3.22492697176241,551,19.3145082765336,1629,57.1022395326193,0.399,0.836,0.44,0.316,0.451,-5.44228678845405,-1.65893457733489,53616
"53","Diana Taurasi",2019,37,"PHO",-0.4,6,6,129,4,1.11627906976744,39,10.8837209302326,3,0.837209302325581,15,4.18604651162791,1,0.27906976744186,24,6.69767441860465,17,4.74418604651163,18,5.02325581395349,1,0.27906976744186,19,5.30232558139535,18,5.02325581395349,32,8.93023255813953,2,0.558139534883721,1,0.27906976744186,13,3.62790697674419,15,4.18604651162791,26,7.25581395348837,3184,888.558139534884,0.103,0.944,0.2,0.042,0.115,0.564366052739425,0.00483295368235996,117500
"54","Elena Delle Donne",2019,29,"WAS",7.7,31,31,901,220,8.79023307436182,427,17.0610432852386,168,6.71254162042175,306,12.2264150943396,52,2.07769145394007,121,4.834628190899,114,4.55493895671476,117,4.67480577136515,48,1.91786903440622,255,10.188679245283,207,8.2708102108768,68,2.71698113207547,19,0.759156492785794,39,1.55826859045505,30,1.19866814650388,32,1.27857935627081,606,24.2130965593785,3617,144.519422863485,0.515,0.974,0.549,0.43,0.576,8.55893218810344,1.87178443410493,117000
"55","Elizabeth Williams",2019,26,"ATL",2.7,32,32,909,107,4.23762376237624,235,9.30693069306931,107,4.23762376237624,235,9.30693069306931,0,0,0,0,82,3.24752475247525,112,4.43564356435644,99,3.92079207920792,208,8.23762376237624,109,4.31683168316832,37,1.46534653465347,24,0.95049504950495,53,2.0990099009901,41,1.62376237623762,71,2.81188118811881,296,11.7227722772277,2590,102.574257425743,0.455,0.732,0.455,NA,0.455,-1.35233786254346,-0.778760436872584,115000
"56","Emma Meesseman",2019,26,"WAS",4,23,6,543,122,8.08839779005525,221,14.6519337016575,103,6.82872928176796,176,11.6685082872928,19,1.25966850828729,45,2.98342541436464,38,2.51933701657459,42,2.78453038674033,27,1.79005524861878,97,6.43093922651934,70,4.64088397790055,73,4.83977900552486,20,1.32596685082873,15,0.994475138121547,22,1.4585635359116,41,2.7182320441989,301,19.9558011049724,5154,341.701657458564,0.552,0.905,0.585,0.422,0.595,7.86157836421649,1.82756049197,117500
"57","Epiphanny Prince",2019,31,"LVA",0.2,3,0,28,5,6.42857142857143,10,12.8571428571429,2,2.57142857142857,3,3.85714285714286,3,3.85714285714286,7,9,0,0,0,0,1,1.28571428571429,2,2.57142857142857,1,1.28571428571429,3,3.85714285714286,1,1.28571428571429,1,1.28571428571429,0,0,5,6.42857142857143,13,16.7142857142857,2032,2612.57142857143,0.5,NA,0.667,0.429,0.65,-0.50049001517228,-0.0426240622229581,41695
"58","Erica McCall",2019,23,"IND",0,15,0,104,3,1.03846153846154,22,7.61538461538461,3,1.03846153846154,22,7.61538461538461,0,0,0,0,8,2.76923076923077,8,2.76923076923077,11,3.80769230769231,27,9.34615384615385,16,5.53846153846154,6,2.07692307692308,1,0.346153846153846,6,2.07692307692308,3,1.03846153846154,13,4.5,14,4.84615384615385,2702,935.307692307692,0.136,1,0.136,NA,0.136,2.38116416495709,0.723928825620321,46028
