"","Player","Season","Age","Tm","WS","G","GS","MP","MPG","FG","FGPG","FGA","FGAPG","X2P","X2PPG","X2PA","X2PAPG","X3P","X3PPG","X3PA","X3PAPG","FT","FTPG","FTA","FTAPG","DRB","DRBPG","ORB","ORBPG","TRB","TRBPG","AST","APG","STL","SPG","BLK","BPG","TOV","TPG","PF","PFPG","PTS","PPG","POS","POPG","FG.","FT.","X2P.","X3P.","eFG.","APM","RAPM","Salary"
"29","Brianna Turner",2019,22,"PHO",1.4,29,12,462,15.9310344827586,49,1.68965517241379,91,3.13793103448276,49,1.68965517241379,91,3.13793103448276,0,0,0,0,19,0.655172413793103,26,0.896551724137931,75,2.58620689655172,45,1.55172413793103,120,4.13793103448276,15,0.517241379310345,7,0.241379310344828,21,0.724137931034483,19,0.655172413793103,50,1.72413793103448,117,4.03448275862069,4361,150.379310344828,0.538,0.731,0.538,NA,0.538,-2.09087528185,-0.406203548030563,44207
"30","Bridget Carleton",2019,22,"TOT",-0.1,8,0,40,5,1,0.125,8,1,0,0,4,0.5,1,0.125,4,0.5,0,0,0,0,3,0.375,1,0.125,4,0.5,1,0.125,0,0,0,0,1,0.125,2,0.25,3,0.375,284,35.5,0.125,NA,0,0.25,0.188,4.07479994499954,0.332818506777606,41695
"31","Brionna Jones",2019,23,"CON",0.7,27,0,227,8.40740740740741,35,1.2962962962963,75,2.77777777777778,35,1.2962962962963,74,2.74074074074074,0,0,1,0.037037037037037,24,0.888888888888889,36,1.33333333333333,22,0.814814814814815,37,1.37037037037037,59,2.18518518518519,9,0.333333333333333,9,0.333333333333333,7,0.259259259259259,19,0.703703703703704,36,1.33333333333333,94,3.48148148148148,58,2.14814814814815,0.467,0.667,0.473,0,0.467,11.000571828765,1.21934902783932,53563
"32","Brittany Boyd",2019,26,"NYL",0,33,17,649,19.6666666666667,71,2.15151515151515,180,5.45454545454545,64,1.93939393939394,157,4.75757575757576,7,0.212121212121212,23,0.696969696969697,26,0.787878787878788,34,1.03030303030303,94,2.84848484848485,27,0.818181818181818,121,3.66666666666667,151,4.57575757575758,47,1.42424242424242,4,0.121212121212121,81,2.45454545454545,68,2.06060606060606,175,5.3030303030303,239,7.24242424242424,0.394,0.765,0.408,0.304,0.414,-6.3754534548463,-1.44728790980905,80000
"33","Brittney Griner",2019,28,"PHO",5,31,31,1018,32.8387096774194,270,8.70967741935484,479,15.4516129032258,269,8.67741935483871,476,15.3548387096774,1,0.032258064516129,3,0.0967741935483871,101,3.25806451612903,125,4.03225806451613,171,5.51612903225806,51,1.64516129032258,222,7.16129032258065,75,2.41935483870968,22,0.709677419354839,62,2,76,2.45161290322581,85,2.74193548387097,642,20.7096774193548,2433,78.4838709677419,0.564,0.808,0.565,0.333,0.565,1.49824949161376,0.395754937211358,115000
"34","Brittney Sykes",2019,25,"ATL",0,34,27,880,25.8823529411765,128,3.76470588235294,351,10.3235294117647,100,2.94117647058824,243,7.14705882352941,28,0.823529411764706,108,3.17647058823529,64,1.88235294117647,91,2.67647058823529,126,3.70588235294118,25,0.735294117647059,151,4.44117647058824,85,2.5,20,0.588235294117647,16,0.470588235294118,68,2,59,1.73529411764706,348,10.2352941176471,2453,72.1470588235294,0.365,0.703,0.412,0.259,0.405,0.107811920425578,0.383174344111863,53563
"35","Brooke McCarty-Williams",2019,23,"DAL",0,34,3,447,13.1470588235294,26,0.764705882352941,90,2.64705882352941,8,0.235294117647059,40,1.17647058823529,18,0.529411764705882,50,1.47058823529412,11,0.323529411764706,12,0.352941176470588,35,1.02941176470588,10,0.294117647058824,45,1.32352941176471,64,1.88235294117647,16,0.470588235294118,1,0.0294117647058824,29,0.852941176470588,42,1.23529411764706,81,2.38235294117647,2629,77.3235294117647,0.289,0.917,0.2,0.36,0.389,-7.39090457051749,-1.31750424154329,41965
"36","Camille Little",2019,34,"PHO",0.6,29,0,425,14.6551724137931,40,1.37931034482759,92,3.17241379310345,33,1.13793103448276,71,2.44827586206897,7,0.241379310344828,21,0.724137931034483,25,0.862068965517241,31,1.06896551724138,50,1.72413793103448,19,0.655172413793103,69,2.37931034482759,23,0.793103448275862,11,0.379310344827586,8,0.275862068965517,25,0.862068965517241,51,1.75862068965517,112,3.86206896551724,287,9.89655172413793,0.435,0.806,0.465,0.333,0.473,1.66031888710254,0.329757835532938,101000
"37","Candace Parker",2019,33,"LAS",1.8,22,22,571,25.9545454545455,89,4.04545454545455,211,9.59090909090909,73,3.31818181818182,151,6.86363636363636,16,0.727272727272727,60,2.72727272727273,53,2.40909090909091,67,3.04545454545455,116,5.27272727272727,24,1.09090909090909,140,6.36363636363636,76,3.45454545454545,23,1.04545454545455,17,0.772727272727273,54,2.45454545454545,39,1.77272727272727,247,11.2272727272727,4263,193.772727272727,0.422,0.791,0.483,0.267,0.46,11.3812287206245,2.45650577657053,117500
"38","Candice Dupree",2019,34,"IND",1.6,34,34,1043,30.6764705882353,174,5.11764705882353,369,10.8529411764706,174,5.11764705882353,366,10.7647058823529,0,0,3,0.0882352941176471,47,1.38235294117647,56,1.64705882352941,145,4.26470588235294,24,0.705882352941177,169,4.97058823529412,86,2.52941176470588,15,0.441176470588235,19,0.558823529411765,52,1.52941176470588,34,1,395,11.6176470588235,2301,67.6764705882353,0.472,0.839,0.475,0,0.472,-7.69633944503735,-0.741939839216937,117500
"39","Carolyn Swords",2019,29,"LVA",0.4,29,4,257,8.86206896551724,32,1.10344827586207,73,2.51724137931034,32,1.10344827586207,73,2.51724137931034,0,0,0,0,11,0.379310344827586,13,0.448275862068966,44,1.51724137931034,19,0.655172413793103,63,2.17241379310345,10,0.344827586206897,7,0.241379310344828,3,0.103448275862069,17,0.586206896551724,27,0.931034482758621,75,2.58620689655172,524,18.0689655172414,0.438,0.846,0.438,NA,0.438,-1.5715520897243,-0.283819524693258,83300
"40","Chelsea Gray",2019,26,"LAS",2.4,34,34,1108,32.5882352941176,188,5.52941176470588,452,13.2941176470588,138,4.05882352941176,321,9.44117647058824,50,1.47058823529412,131,3.85294117647059,66,1.94117647058824,72,2.11764705882353,114,3.35294117647059,14,0.411764705882353,128,3.76470588235294,202,5.94117647058824,33,0.970588235294118,3,0.0882352941176471,108,3.17647058823529,49,1.44117647058824,492,14.4705882352941,2614,76.8823529411765,0.416,0.917,0.43,0.382,0.471,-0.875185904521321,0.0522419651842839,115000
"41","Cheyenne Parker",2019,26,"CHI",2.6,34,0,670,19.7058823529412,107,3.14705882352941,233,6.85294117647059,102,3,215,6.32352941176471,5,0.147058823529412,18,0.529411764705882,80,2.35294117647059,95,2.79411764705882,135,3.97058823529412,62,1.82352941176471,197,5.79411764705882,30,0.882352941176471,25,0.735294117647059,42,1.23529411764706,45,1.32352941176471,81,2.38235294117647,299,8.79411764705882,3927,115.5,0.459,0.842,0.474,0.278,0.47,-8.65617516105986,-1.82322442118854,110000
"42","Chiney Ogwumike",2019,27,"LAS",3,32,14,697,21.78125,125,3.90625,253,7.90625,124,3.875,249,7.78125,1,0.03125,4,0.125,55,1.71875,68,2.125,103,3.21875,81,2.53125,184,5.75,25,0.78125,33,1.03125,23,0.71875,42,1.3125,110,3.4375,306,9.5625,2101,65.65625,0.494,0.809,0.498,0.25,0.496,3.26451569187973,0.557696914954026,117500
"43","Chloe Jackson",2019,22,"CHI",-0.2,8,0,32,4,2,0.25,9,1.125,2,0.25,9,1.125,0,0,0,0,1,0.125,6,0.75,3,0.375,3,0.375,6,0.75,4,0.5,5,0.625,0,0,6,0.75,1,0.125,5,0.625,2819,352.375,0.222,0.167,0.222,NA,0.222,7.14372013353453,0.390308696468259,35478
"44","Courtney Paris",2019,31,"SEA",0.3,30,0,190,6.33333333333333,6,0.2,15,0.5,6,0.2,15,0.5,0,0,0,0,3,0.1,7,0.233333333333333,39,1.3,13,0.433333333333333,52,1.73333333333333,13,0.433333333333333,8,0.266666666666667,3,0.1,9,0.3,18,0.6,15,0.5,1819,60.6333333333333,0.4,0.429,0.4,NA,0.4,-13.0412686062772,-1.41584326294036,111000
"45","Courtney Vandersloot",2019,30,"CHI",4.1,33,33,991,30.030303030303,135,4.09090909090909,299,9.06060606060606,104,3.15151515151515,192,5.81818181818182,31,0.939393939393939,107,3.24242424242424,68,2.06060606060606,80,2.42424242424242,123,3.72727272727273,20,0.606060606060606,143,4.33333333333333,300,9.09090909090909,45,1.36363636363636,15,0.454545454545455,96,2.90909090909091,50,1.51515151515152,369,11.1818181818182,3842,116.424242424242,0.452,0.85,0.542,0.29,0.503,9.41529338610021,2.13080653098616,117500
"46","Courtney Williams",2019,25,"CON",3.5,34,34,988,29.0588235294118,187,5.5,430,12.6470588235294,171,5.02941176470588,395,11.6176470588235,16,0.470588235294118,35,1.02941176470588,60,1.76470588235294,75,2.20588235294118,141,4.14705882352941,48,1.41176470588235,189,5.55882352941176,129,3.79411764705882,46,1.35294117647059,13,0.382352941176471,56,1.64705882352941,47,1.38235294117647,450,13.2352941176471,1920,56.4705882352941,0.435,0.8,0.433,0.457,0.453,-0.526987224400699,0.0569819026213433,59718
"47","Crystal Langhorne",2019,32,"SEA",0.6,34,4,577,16.9705882352941,70,2.05882352941176,171,5.02941176470588,52,1.52941176470588,114,3.35294117647059,18,0.529411764705882,57,1.67647058823529,33,0.970588235294118,44,1.29411764705882,79,2.32352941176471,27,0.794117647058823,106,3.11764705882353,33,0.970588235294118,10,0.294117647058824,9,0.264705882352941,43,1.26470588235294,35,1.02941176470588,191,5.61764705882353,1731,50.9117647058824,0.409,0.75,0.456,0.316,0.462,-0.953615167649706,0.366286340341393,105000
"48","Damiris Dantas",2019,26,"MIN",2.2,26,26,667,25.6538461538462,89,3.42307692307692,206,7.92307692307692,47,1.80769230769231,99,3.80769230769231,42,1.61538461538462,107,4.11538461538461,19,0.730769230769231,26,1,88,3.38461538461538,28,1.07692307692308,116,4.46153846153846,84,3.23076923076923,19,0.730769230769231,15,0.576923076923077,45,1.73076923076923,74,2.84615384615385,239,9.19230769230769,1003,38.5769230769231,0.432,0.731,0.475,0.393,0.534,-1.2291034995962,-0.132248331694316,105000
"49","Danielle Robinson",2019,30,"MIN",2.3,34,25,919,27.0294117647059,138,4.05882352941176,316,9.29411764705882,129,3.79411764705882,275,8.08823529411765,9,0.264705882352941,41,1.20588235294118,58,1.70588235294118,66,1.94117647058824,96,2.82352941176471,22,0.647058823529412,118,3.47058823529412,125,3.67647058823529,42,1.23529411764706,7,0.205882352941176,70,2.05882352941176,61,1.79411764705882,343,10.0882352941176,3806,111.941176470588,0.437,0.879,0.469,0.22,0.451,9.72244163353544,2.36744726802644,108000
"50","Dearica Hamby",2019,25,"LVA",3.6,34,9,842,24.7647058823529,141,4.14705882352941,289,8.5,124,3.64705882352941,236,6.94117647058824,17,0.5,53,1.55882352941176,74,2.17647058823529,103,3.02941176470588,181,5.32352941176471,76,2.23529411764706,257,7.55882352941176,65,1.91176470588235,33,0.970588235294118,12,0.352941176470588,61,1.79411764705882,71,2.08823529411765,373,10.9705882352941,3911,115.029411764706,0.488,0.718,0.525,0.321,0.517,-3.09428897003986,-0.817709901228354,115000
"51","DeWanna Bonner",2019,31,"PHO",4,34,34,1120,32.9411764705882,190,5.58823529411765,504,14.8235294117647,138,4.05882352941176,313,9.20588235294118,52,1.52941176470588,191,5.61764705882353,153,4.5,167,4.91176470588235,226,6.64705882352941,34,1,260,7.64705882352941,92,2.70588235294118,44,1.29411764705882,21,0.617647058823529,53,1.55882352941176,55,1.61764705882353,585,17.2058823529412,3546,104.294117647059,0.377,0.916,0.441,0.272,0.429,-3.80116441055129,-0.871882949014923,127500
"52","Diamond DeShields",2019,24,"CHI",2.4,34,34,1027,30.2058823529412,192,5.64705882352941,481,14.1470588235294,142,4.17647058823529,323,9.5,50,1.47058823529412,158,4.64705882352941,117,3.44117647058824,140,4.11764705882353,158,4.64705882352941,29,0.852941176470588,187,5.5,82,2.41176470588235,43,1.26470588235294,14,0.411764705882353,74,2.17647058823529,92,2.70588235294118,551,16.2058823529412,1629,47.9117647058824,0.399,0.836,0.44,0.316,0.451,-5.44228678845405,-1.65893457733489,53616
"53","Diana Taurasi",2019,37,"PHO",-0.4,6,6,129,21.5,4,0.666666666666667,39,6.5,3,0.5,15,2.5,1,0.166666666666667,24,4,17,2.83333333333333,18,3,18,3,1,0.166666666666667,19,3.16666666666667,32,5.33333333333333,2,0.333333333333333,1,0.166666666666667,13,2.16666666666667,15,2.5,26,4.33333333333333,3184,530.666666666667,0.103,0.944,0.2,0.042,0.115,0.564366052739425,0.00483295368235996,117500
"54","Elena Delle Donne",2019,29,"WAS",7.7,31,31,901,29.0645161290323,220,7.09677419354839,427,13.7741935483871,168,5.41935483870968,306,9.87096774193548,52,1.67741935483871,121,3.90322580645161,114,3.67741935483871,117,3.7741935483871,207,6.67741935483871,48,1.54838709677419,255,8.2258064516129,68,2.19354838709677,19,0.612903225806452,39,1.25806451612903,30,0.967741935483871,32,1.03225806451613,606,19.5483870967742,3617,116.677419354839,0.515,0.974,0.549,0.43,0.576,8.55893218810344,1.87178443410493,117000
"55","Elizabeth Williams",2019,26,"ATL",2.7,32,32,909,28.40625,107,3.34375,235,7.34375,107,3.34375,235,7.34375,0,0,0,0,82,2.5625,112,3.5,109,3.40625,99,3.09375,208,6.5,37,1.15625,24,0.75,53,1.65625,41,1.28125,71,2.21875,296,9.25,2590,80.9375,0.455,0.732,0.455,NA,0.455,-1.35233786254346,-0.778760436872584,115000
"56","Emma Meesseman",2019,26,"WAS",4,23,6,543,23.6086956521739,122,5.30434782608696,221,9.60869565217391,103,4.47826086956522,176,7.65217391304348,19,0.826086956521739,45,1.95652173913043,38,1.65217391304348,42,1.82608695652174,70,3.04347826086957,27,1.17391304347826,97,4.21739130434783,73,3.17391304347826,20,0.869565217391304,15,0.652173913043478,22,0.956521739130435,41,1.78260869565217,301,13.0869565217391,5154,224.086956521739,0.552,0.905,0.585,0.422,0.595,7.86157836421649,1.82756049197,117500
"57","Epiphanny Prince",2019,31,"LVA",0.2,3,0,28,9.33333333333333,5,1.66666666666667,10,3.33333333333333,2,0.666666666666667,3,1,3,1,7,2.33333333333333,0,0,0,0,1,0.333333333333333,1,0.333333333333333,2,0.666666666666667,3,1,1,0.333333333333333,1,0.333333333333333,0,0,5,1.66666666666667,13,4.33333333333333,2032,677.333333333333,0.5,NA,0.667,0.429,0.65,-0.50049001517228,-0.0426240622229581,41695
"58","Erica McCall",2019,23,"IND",0,15,0,104,6.93333333333333,3,0.2,22,1.46666666666667,3,0.2,22,1.46666666666667,0,0,0,0,8,0.533333333333333,8,0.533333333333333,16,1.06666666666667,11,0.733333333333333,27,1.8,6,0.4,1,0.0666666666666667,6,0.4,3,0.2,13,0.866666666666667,14,0.933333333333333,2702,180.133333333333,0.136,1,0.136,NA,0.136,2.38116416495709,0.723928825620321,46028
"59","Erica Wheeler",2019,28,"IND",1.4,34,34,850,25,127,3.73529411764706,298,8.76470588235294,79,2.32352941176471,173,5.08823529411765,48,1.41176470588235,125,3.67647058823529,41,1.20588235294118,47,1.38235294117647,97,2.85294117647059,5,0.147058823529412,102,3,171,5.02941176470588,40,1.17647058823529,5,0.147058823529412,97,2.85294117647059,74,2.17647058823529,343,10.0882352941176,4464,131.294117647059,0.426,0.872,0.457,0.384,0.507,3.73526473303062,-0.0994196540661057,80000
"60","Essence Carson",2019,32,"PHO",0.4,23,13,425,18.4782608695652,45,1.95652173913043,128,5.56521739130435,31,1.34782608695652,87,3.78260869565217,14,0.608695652173913,41,1.78260869565217,29,1.26086956521739,37,1.60869565217391,40,1.73913043478261,11,0.478260869565217,51,2.21739130434783,35,1.52173913043478,12,0.521739130434783,8,0.347826086956522,17,0.739130434782609,23,1,133,5.78260869565217,273,11.8695652173913,0.352,0.784,0.356,0.341,0.406,-1.06747521555343,-0.109345426873734,85000
"61","Gabby Williams",2019,22,"CHI",0,33,2,527,15.969696969697,75,2.27272727272727,181,5.48484848484848,68,2.06060606060606,140,4.24242424242424,7,0.212121212121212,41,1.24242424242424,29,0.878787878787879,40,1.21212121212121,58,1.75757575757576,14,0.424242424242424,72,2.18181818181818,68,2.06060606060606,23,0.696969696969697,7,0.212121212121212,55,1.66666666666667,41,1.24242424242424,186,5.63636363636364,4001,121.242424242424,0.414,0.725,0.486,0.171,0.434,5.35375850823937,0.929743176037585,53616
"62","Glory Johnson",2019,28,"DAL",1.2,28,19,676,24.1428571428571,78,2.78571428571429,214,7.64285714285714,43,1.53571428571429,111,3.96428571428571,35,1.25,103,3.67857142857143,14,0.5,24,0.857142857142857,117,4.17857142857143,27,0.964285714285714,144,5.14285714285714,39,1.39285714285714,39,1.39285714285714,18,0.642857142857143,28,1,45,1.60714285714286,205,7.32142857142857,2190,78.2142857142857,0.364,0.583,0.387,0.34,0.446,-0.823321041481274,-0.359408706959205,117500
"63","Haley Peters",2019,26,"ATL",-0.2,4,0,26,6.5,0,0,7,1.75,0,0,7,1.75,0,0,0,0,2,0.5,2,0.5,1,0.25,1,0.25,2,0.5,1,0.25,1,0.25,1,0.25,4,1,3,0.75,2,0.5,1675,418.75,0,1,0,NA,0,-14.0920477757359,-0.688619205163711,41695
"64","Han Xu",2019,19,"NYL",0,18,0,143,7.94444444444444,24,1.33333333333333,58,3.22222222222222,19,1.05555555555556,48,2.66666666666667,5,0.277777777777778,10,0.555555555555556,1,0.0555555555555556,2,0.111111111111111,13,0.722222222222222,2,0.111111111111111,15,0.833333333333333,2,0.111111111111111,3,0.166666666666667,4,0.222222222222222,2,0.111111111111111,6,0.333333333333333,54,3,828,46,0.414,0.5,0.396,0.5,0.457,-16.2877643509727,-1.71910272949138,42570
"65","Imani McGee-Stafford",2019,24,"DAL",0.4,29,6,346,11.9310344827586,51,1.75862068965517,109,3.75862068965517,50,1.72413793103448,105,3.62068965517241,1,0.0344827586206897,4,0.137931034482759,9,0.310344827586207,14,0.482758620689655,67,2.31034482758621,44,1.51724137931034,111,3.82758620689655,18,0.620689655172414,17,0.586206896551724,18,0.620689655172414,34,1.17241379310345,58,2,112,3.86206896551724,937,32.3103448275862,0.468,0.643,0.476,0.25,0.472,2.47364987488909,0.284504918126118,53290
"66","Isabelle Harrison",2019,25,"DAL",1.6,31,29,794,25.6129032258065,110,3.54838709677419,241,7.7741935483871,110,3.54838709677419,235,7.58064516129032,0,0,6,0.193548387096774,48,1.54838709677419,67,2.16129032258065,109,3.51612903225806,72,2.32258064516129,181,5.83870967741935,42,1.35483870967742,35,1.12903225806452,25,0.806451612903226,48,1.54838709677419,80,2.58064516129032,268,8.64516129032258,2653,85.5806451612903,0.456,0.716,0.468,0,0.456,2.06817675629321,0.359348091306898,53290
"67","Jackie Young",2019,21,"LVA",1.3,34,34,767,22.5588235294118,76,2.23529411764706,236,6.94117647058824,62,1.82352941176471,192,5.64705882352941,14,0.411764705882353,44,1.29411764705882,59,1.73529411764706,73,2.14705882352941,88,2.58823529411765,23,0.676470588235294,111,3.26470588235294,153,4.5,26,0.764705882352941,12,0.352941176470588,53,1.55882352941176,47,1.38235294117647,225,6.61764705882353,409,12.0294117647059,0.322,0.808,0.323,0.318,0.352,1.30765202626792,0.269461455249774,53537
"68","Jaime Nared",2019,23,"LVA",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,691,691,NA,NA,NA,NA,NA,-3.92697170970094,-0.0188388977576999,5446
"69","Jamierra Faulkner",2019,27,"CHI",0,13,0,72,5.53846153846154,6,0.461538461538462,18,1.38461538461538,5,0.384615384615385,9,0.692307692307692,1,0.0769230769230769,9,0.692307692307692,4,0.307692307692308,8,0.615384615384615,2,0.153846153846154,2,0.153846153846154,4,0.307692307692308,11,0.846153846153846,2,0.153846153846154,0,0,5,0.384615384615385,8,0.615384615384615,17,1.30769230769231,3664,281.846153846154,0.333,0.5,0.556,0.111,0.361,-0.945370086196697,-0.235338452191446,62000
"70","Jantel Lavender",2019,30,"CHI",1.3,23,22,619,26.9130434782609,103,4.47826086956522,210,9.1304347826087,97,4.21739130434783,183,7.95652173913043,6,0.260869565217391,27,1.17391304347826,19,0.826086956521739,21,0.91304347826087,112,4.8695652173913,46,2,158,6.8695652173913,26,1.1304347826087,7,0.304347826086957,13,0.565217391304348,32,1.39130434782609,34,1.47826086956522,231,10.0434782608696,3487,151.608695652174,0.49,0.905,0.53,0.222,0.505,-2.03190930319832,-0.191636459589426,115000
"71","Jasmine Thomas",2019,29,"CON",2,34,34,1009,29.6764705882353,139,4.08823529411765,355,10.4411764705882,94,2.76470588235294,232,6.82352941176471,45,1.32352941176471,123,3.61764705882353,56,1.64705882352941,70,2.05882352941176,78,2.29411764705882,19,0.558823529411765,97,2.85294117647059,175,5.14705882352941,48,1.41176470588235,5,0.147058823529412,93,2.73529411764706,62,1.82352941176471,379,11.1470588235294,2906,85.4705882352941,0.392,0.8,0.405,0.366,0.455,-2.37252550199917,-0.335497452406518,117500
"72","Jessica Breland",2019,31,"ATL",1.5,33,33,767,23.2424242424242,104,3.15151515151515,275,8.33333333333333,95,2.87878787878788,237,7.18181818181818,9,0.272727272727273,38,1.15151515151515,29,0.878787878787879,33,1,198,6,42,1.27272727272727,240,7.27272727272727,55,1.66666666666667,42,1.27272727272727,35,1.06060606060606,38,1.15151515151515,65,1.96969696969697,246,7.45454545454545,3612,109.454545454545,0.378,0.879,0.401,0.237,0.395,10.2584802884882,1.85530023959003,115000
"73","Jessica Shepard",2019,22,"MIN",0.1,6,0,112,18.6666666666667,11,1.83333333333333,29,4.83333333333333,10,1.66666666666667,22,3.66666666666667,1,0.166666666666667,7,1.16666666666667,6,1,8,1.33333333333333,25,4.16666666666667,9,1.5,34,5.66666666666667,21,3.5,2,0.333333333333333,1,0.166666666666667,15,2.5,9,1.5,29,4.83333333333333,1365,227.5,0.379,0.75,0.455,0.143,0.397,8.04691330781712,0.902532451989734,42570
"74","Jewell Loyd",2019,25,"SEA",1.3,27,21,686,25.4074074074074,117,4.33333333333333,299,11.0740740740741,83,3.07407407407407,198,7.33333333333333,34,1.25925925925926,101,3.74074074074074,64,2.37037037037037,69,2.55555555555556,63,2.33333333333333,11,0.407407407407407,74,2.74074074074074,54,2,35,1.2962962962963,3,0.111111111111111,52,1.92592592592593,33,1.22222222222222,332,12.2962962962963,3035,112.407407407407,0.391,0.928,0.419,0.337,0.448,0.424290183949923,-0.280435956325366,117500
"75","Ji-Su Park",2019,20,"LVA",-0.2,25,0,163,6.52,8,0.32,37,1.48,8,0.32,36,1.44,0,0,1,0.04,4,0.16,9,0.36,17,0.68,10,0.4,27,1.08,10,0.4,5,0.2,4,0.16,7,0.28,23,0.92,20,0.8,1119,44.76,0.216,0.444,0.222,0,0.216,-2.59971095031282,-0.306481512117243,42632
"76","Jillian Alleyne",2019,24,"MIN",0,5,0,14,2.8,2,0.4,6,1.2,2,0.4,6,1.2,0,0,0,0,0,0,0,0,3,0.6,2,0.4,5,1,1,0.2,0,0,1,0.2,0,0,0,0,4,0.8,3922,784.4,0.333,NA,0.333,NA,0.333,4.43526732993167,0.277774857948219,8169
"77","Jonquel Jones",2019,25,"CON",5.6,34,34,980,28.8235294117647,173,5.08823529411765,386,11.3529411764706,130,3.82352941176471,247,7.26470588235294,43,1.26470588235294,139,4.08823529411765,108,3.17647058823529,132,3.88235294117647,217,6.38235294117647,113,3.32352941176471,330,9.70588235294118,52,1.52941176470588,43,1.26470588235294,68,2,66,1.94117647058824,96,2.82352941176471,497,14.6176470588235,2846,83.7058823529412,0.448,0.818,0.526,0.309,0.504,10.1834844150893,2.00800051725307,59718
"78","Jordin Canada",2019,23,"SEA",1.3,30,29,865,28.8333333333333,112,3.73333333333333,289,9.63333333333333,104,3.46666666666667,246,8.2,8,0.266666666666667,43,1.43333333333333,63,2.1,82,2.73333333333333,58,1.93333333333333,13,0.433333333333333,71,2.36666666666667,155,5.16666666666667,68,2.26666666666667,7,0.233333333333333,79,2.63333333333333,48,1.6,295,9.83333333333333,4369,145.633333333333,0.388,0.768,0.423,0.186,0.401,-3.192948684807,-1.15809485306081,49611
"79","Kaela Davis",2019,24,"DAL",-1.8,33,16,634,19.2121212121212,76,2.3030303030303,231,7,60,1.81818181818182,180,5.45454545454545,16,0.484848484848485,51,1.54545454545455,29,0.878787878787879,33,1,57,1.72727272727273,16,0.484848484848485,73,2.21212121212121,69,2.09090909090909,18,0.545454545454545,6,0.181818181818182,73,2.21212121212121,79,2.39393939393939,197,5.96969696969697,2321,70.3333333333333,0.329,0.879,0.333,0.314,0.364,-0.248901423898288,0.0347698206907209,47798
"80","Kahleah Copper",2019,24,"CHI",0,34,0,502,14.7647058823529,79,2.32352941176471,204,6,64,1.88235294117647,155,4.55882352941176,15,0.441176470588235,49,1.44117647058824,54,1.58823529411765,70,2.05882352941176,52,1.52941176470588,12,0.352941176470588,64,1.88235294117647,30,0.882352941176471,14,0.411764705882353,3,0.0882352941176471,43,1.26470588235294,51,1.5,227,6.67647058823529,1538,45.2352941176471,0.387,0.771,0.413,0.306,0.424,1.37953924769112,0.120003644515148,59718
"81","Kalani Brown",2019,22,"LAS",1.2,28,0,377,13.4642857142857,54,1.92857142857143,113,4.03571428571429,54,1.92857142857143,112,4,0,0,1,0.0357142857142857,36,1.28571428571429,46,1.64285714285714,64,2.28571428571429,34,1.21428571428571,98,3.5,17,0.607142857142857,9,0.321428571428571,22,0.785714285714286,29,1.03571428571429,47,1.67857142857143,144,5.14285714285714,3082,110.071428571429,0.478,0.783,0.482,0,0.478,1.24320585749546,0.0581992401065735,49539
"82","Kaleena Mosqueda-Lewis",2019,25,"SEA",-0.1,31,4,435,14.0322580645161,65,2.09677419354839,163,5.25806451612903,37,1.19354838709677,81,2.61290322580645,28,0.903225806451613,82,2.64516129032258,14,0.451612903225806,14,0.451612903225806,27,0.870967741935484,9,0.290322580645161,36,1.16129032258065,16,0.516129032258065,8,0.258064516129032,5,0.161290322580645,36,1.16129032258065,40,1.29032258064516,172,5.54838709677419,1555,50.1612903225806,0.399,1,0.457,0.341,0.485,3.57672573216405,0.235880099041131,70000
"83","Karima Christmas-Kelly",2019,29,"MIN",0,6,0,72,12,5,0.833333333333333,18,3,2,0.333333333333333,7,1.16666666666667,3,0.5,11,1.83333333333333,3,0.5,5,0.833333333333333,4,0.666666666666667,1,0.166666666666667,5,0.833333333333333,6,1,5,0.833333333333333,1,0.166666666666667,4,0.666666666666667,8,1.33333333333333,16,2.66666666666667,1441,240.166666666667,0.278,0.6,0.286,0.273,0.361,-3.49576816681685,-0.195245515900267,102000
"84","Karlie Samuelson",2019,24,"TOT",0,7,0,84,12,3,0.428571428571429,14,2,0,0,2,0.285714285714286,3,0.428571428571429,12,1.71428571428571,0,0,0,0,3,0.428571428571429,1,0.142857142857143,4,0.571428571428571,5,0.714285714285714,3,0.428571428571429,1,0.142857142857143,0,0,8,1.14285714285714,9,1.28571428571429,104,14.8571428571429,0.214,NA,0,0.25,0.321,5.44830665408046,0.437102916571353,41965
"85","Katie Lou Samuelson",2019,22,"CHI",0.3,20,0,153,7.65,12,0.6,38,1.9,4,0.2,9,0.45,8,0.4,29,1.45,16,0.8,20,1,13,0.65,4,0.2,17,0.85,7,0.35,6,0.3,2,0.1,5,0.25,15,0.75,48,2.4,791,39.55,0.316,0.8,0.444,0.276,0.421,8.54137475129869,1.13815707952071,53537
"86","Kayla Alexander",2019,28,"CHI",0.1,3,0,20,6.66666666666667,3,1,4,1.33333333333333,3,1,4,1.33333333333333,0,0,0,0,3,1,4,1.33333333333333,5,1.66666666666667,2,0.666666666666667,7,2.33333333333333,1,0.333333333333333,0,0,0,0,1,0.333333333333333,3,1,9,3,1599,533,0.75,0.75,0.75,NA,0.75,-11.0199138394362,-0.478499569562976,6069
