"","Player","Season","Age","Tm","WS","G","GS","MP","MPG","FG","FGPG","FGA","FGAPG","X2P","X2PPG","X2PA","X2PAPG","X3P","X3PPG","X3PA","X3PAPG","FT","FTPG","FTA","FTAPG","DRB","DRBPG","ORB","ORBPG","TRB","TRBPG","AST","APG","STL","SPG","BLK","BPG","TOV","TPG","PF","PFPG","PTS","PPG","FG.","FT.","X2P.","X3P.","eFG.","APM","RAPM","Salary"
"21","Astou Ndour",2019,24,"CHI",1.3,21,11,368,17.5238095238095,58,2.76190476190476,118,5.61904761904762,44,2.0952380952381,85,4.04761904761905,14,0.666666666666667,33,1.57142857142857,13,0.619047619047619,18,0.857142857142857,58,2.76190476190476,30,1.42857142857143,88,4.19047619047619,14,0.666666666666667,10,0.476190476190476,14,0.666666666666667,14,0.666666666666667,36,1.71428571428571,143,6.80952380952381,0.492,0.722,0.518,0.424,0.551,-6.08467717646869,-1.01643480886125,65000
"22","Avery Warley-Talbert",2019,32,"NYL",-0.2,3,0,35,11.6666666666667,1,0.333333333333333,5,1.66666666666667,1,0.333333333333333,5,1.66666666666667,0,0,0,0,1,0.333333333333333,2,0.666666666666667,4,1.33333333333333,3,1,7,2.33333333333333,0,0,0,0,2,0.666666666666667,4,1.33333333333333,7,2.33333333333333,3,1,0.2,0.5,0.2,NA,0.2,-20.5694814224446,-1.06519958948452,NA
"23","Azura Stevens",2019,23,"DAL",-0.1,9,1,144,16,19,2.11111111111111,53,5.88888888888889,18,2,44,4.88888888888889,1,0.111111111111111,9,1,4,0.444444444444444,5,0.555555555555556,17,1.88888888888889,15,1.66666666666667,32,3.55555555555556,5,0.555555555555556,5,0.555555555555556,10,1.11111111111111,9,1,12,1.33333333333333,43,4.77777777777778,0.358,0.8,0.409,0.111,0.368,-7.68960164904358,-0.939457960902609,49611
"24","Betnijah Laney",2019,25,"IND",0.1,34,27,877,25.7941176470588,77,2.26470588235294,213,6.26470588235294,57,1.67647058823529,147,4.32352941176471,20,0.588235294117647,66,1.94117647058824,18,0.529411764705882,31,0.911764705882353,111,3.26470588235294,32,0.941176470588235,143,4.20588235294118,59,1.73529411764706,48,1.41176470588235,4,0.117647058823529,49,1.44117647058824,55,1.61764705882353,192,5.64705882352941,0.362,0.581,0.388,0.303,0.408,0.771139692783753,-0.571479152193907,72500
"25","Blake Dietrick",2019,25,"SEA",-0.2,17,1,106,6.23529411764706,1,0.0588235294117647,10,0.588235294117647,1,0.0588235294117647,4,0.235294117647059,0,0,6,0.352941176470588,4,0.235294117647059,6,0.352941176470588,9,0.529411764705882,1,0.0588235294117647,10,0.588235294117647,16,0.941176470588235,3,0.176470588235294,2,0.117647058823529,10,0.588235294117647,14,0.823529411764706,6,0.352941176470588,0.1,0.667,0.25,0,0.1,-7.4710674729102,-0.901696253010915,41695
"26","Bria Hartley",2019,26,"NYL",0.3,24,18,545,22.7083333333333,79,3.29166666666667,210,8.75,55,2.29166666666667,137,5.70833333333333,24,1,73,3.04166666666667,53,2.20833333333333,66,2.75,59,2.45833333333333,18,0.75,77,3.20833333333333,76,3.16666666666667,18,0.75,1,0.0416666666666667,50,2.08333333333333,55,2.29166666666667,235,9.79166666666667,0.376,0.803,0.401,0.329,0.433,-3.28563527613188,-0.605263251836851,102000
"27","Bria Holmes",2019,25,"CON",0.8,34,0,529,15.5588235294118,77,2.26470588235294,193,5.67647058823529,57,1.67647058823529,130,3.82352941176471,20,0.588235294117647,63,1.85294117647059,39,1.14705882352941,58,1.70588235294118,39,1.14705882352941,10,0.294117647058824,49,1.44117647058824,31,0.911764705882353,16,0.470588235294118,7,0.205882352941176,30,0.882352941176471,36,1.05882352941176,213,6.26470588235294,0.399,0.672,0.438,0.317,0.451,-3.49053691415771,-0.804587332238586,53290
"28","Briann January",2019,32,"PHO",0.5,32,26,852,26.625,71,2.21875,182,5.6875,40,1.25,100,3.125,31,0.96875,82,2.5625,36,1.125,43,1.34375,36,1.125,6,0.1875,42,1.3125,103,3.21875,26,0.8125,3,0.09375,54,1.6875,67,2.09375,209,6.53125,0.39,0.837,0.4,0.378,0.475,6.37607231887344,1.60835829097813,117500
"29","Brianna Turner",2019,22,"PHO",1.4,29,12,462,15.9310344827586,49,1.68965517241379,91,3.13793103448276,49,1.68965517241379,91,3.13793103448276,0,0,0,0,19,0.655172413793103,26,0.896551724137931,75,2.58620689655172,45,1.55172413793103,120,4.13793103448276,15,0.517241379310345,7,0.241379310344828,21,0.724137931034483,19,0.655172413793103,50,1.72413793103448,117,4.03448275862069,0.538,0.731,0.538,NA,0.538,-2.08614204780019,-0.40794126707479,44207
"30","Bridget Carleton",2019,22,"TOT",-0.1,8,0,40,5,1,0.125,8,1,0,0,4,0.5,1,0.125,4,0.5,0,0,0,0,3,0.375,1,0.125,4,0.5,1,0.125,0,0,0,0,1,0.125,2,0.25,3,0.375,0.125,NA,0,0.25,0.188,4.30451104689824,0.335749528537002,NA
"31","Brionna Jones",2019,23,"CON",0.7,27,0,227,8.40740740740741,35,1.2962962962963,75,2.77777777777778,35,1.2962962962963,74,2.74074074074074,0,0,1,0.037037037037037,24,0.888888888888889,36,1.33333333333333,22,0.814814814814815,37,1.37037037037037,59,2.18518518518519,9,0.333333333333333,9,0.333333333333333,7,0.259259259259259,19,0.703703703703704,36,1.33333333333333,94,3.48148148148148,0.467,0.667,0.473,0,0.467,10.438794698956,1.17734713831113,53563
"32","Brittany Boyd",2019,26,"NYL",0,33,17,649,19.6666666666667,71,2.15151515151515,180,5.45454545454545,64,1.93939393939394,157,4.75757575757576,7,0.212121212121212,23,0.696969696969697,26,0.787878787878788,34,1.03030303030303,94,2.84848484848485,27,0.818181818181818,121,3.66666666666667,151,4.57575757575758,47,1.42424242424242,4,0.121212121212121,81,2.45454545454545,68,2.06060606060606,175,5.3030303030303,0.394,0.765,0.408,0.304,0.414,-6.39672246870849,-1.44186981028565,80000
"33","Brittney Griner",2019,28,"PHO",5,31,31,1018,32.8387096774194,270,8.70967741935484,479,15.4516129032258,269,8.67741935483871,476,15.3548387096774,1,0.032258064516129,3,0.0967741935483871,101,3.25806451612903,125,4.03225806451613,171,5.51612903225806,51,1.64516129032258,222,7.16129032258065,75,2.41935483870968,22,0.709677419354839,62,2,76,2.45161290322581,85,2.74193548387097,642,20.7096774193548,0.564,0.808,0.565,0.333,0.565,1.57134944236813,0.414703019477643,115000
"34","Brittney Sykes",2019,25,"ATL",0,34,27,880,25.8823529411765,128,3.76470588235294,351,10.3235294117647,100,2.94117647058824,243,7.14705882352941,28,0.823529411764706,108,3.17647058823529,64,1.88235294117647,91,2.67647058823529,126,3.70588235294118,25,0.735294117647059,151,4.44117647058824,85,2.5,20,0.588235294117647,16,0.470588235294118,68,2,59,1.73529411764706,348,10.2352941176471,0.365,0.703,0.412,0.259,0.405,0.202668701281773,0.375465441825987,53563
"35","Brooke McCarty-Williams",2019,23,"DAL",0,34,3,447,13.1470588235294,26,0.764705882352941,90,2.64705882352941,8,0.235294117647059,40,1.17647058823529,18,0.529411764705882,50,1.47058823529412,11,0.323529411764706,12,0.352941176470588,35,1.02941176470588,10,0.294117647058824,45,1.32352941176471,64,1.88235294117647,16,0.470588235294118,1,0.0294117647058824,29,0.852941176470588,42,1.23529411764706,81,2.38235294117647,0.289,0.917,0.2,0.36,0.389,-6.8588266255912,-1.2352272562058,41965
"36","Camille Little",2019,34,"PHO",0.6,29,0,425,14.6551724137931,40,1.37931034482759,92,3.17241379310345,33,1.13793103448276,71,2.44827586206897,7,0.241379310344828,21,0.724137931034483,25,0.862068965517241,31,1.06896551724138,50,1.72413793103448,19,0.655172413793103,69,2.37931034482759,23,0.793103448275862,11,0.379310344827586,8,0.275862068965517,25,0.862068965517241,51,1.75862068965517,112,3.86206896551724,0.435,0.806,0.465,0.333,0.473,1.79133856095901,0.351964398602033,101000
"37","Candace Parker",2019,33,"LAS",1.8,22,22,571,25.9545454545455,89,4.04545454545455,211,9.59090909090909,73,3.31818181818182,151,6.86363636363636,16,0.727272727272727,60,2.72727272727273,53,2.40909090909091,67,3.04545454545455,116,5.27272727272727,24,1.09090909090909,140,6.36363636363636,76,3.45454545454545,23,1.04545454545455,17,0.772727272727273,54,2.45454545454545,39,1.77272727272727,247,11.2272727272727,0.422,0.791,0.483,0.267,0.46,10.6538580809942,2.36511943224759,117500
"38","Candice Dupree",2019,34,"IND",1.6,34,34,1043,30.6764705882353,174,5.11764705882353,369,10.8529411764706,174,5.11764705882353,366,10.7647058823529,0,0,3,0.0882352941176471,47,1.38235294117647,56,1.64705882352941,145,4.26470588235294,24,0.705882352941177,169,4.97058823529412,86,2.52941176470588,15,0.441176470588235,19,0.558823529411765,52,1.52941176470588,34,1,395,11.6176470588235,0.472,0.839,0.475,0,0.472,-8.21417783071044,-0.797442805433707,117500
"39","Carolyn Swords",2019,29,"LVA",0.4,29,4,257,8.86206896551724,32,1.10344827586207,73,2.51724137931034,32,1.10344827586207,73,2.51724137931034,0,0,0,0,11,0.379310344827586,13,0.448275862068966,44,1.51724137931034,19,0.655172413793103,63,2.17241379310345,10,0.344827586206897,7,0.241379310344828,3,0.103448275862069,17,0.586206896551724,27,0.931034482758621,75,2.58620689655172,0.438,0.846,0.438,NA,0.438,-1.18041430295422,-0.219728990190972,83300
"40","Chelsea Gray",2019,26,"LAS",2.4,34,34,1108,32.5882352941176,188,5.52941176470588,452,13.2941176470588,138,4.05882352941176,321,9.44117647058824,50,1.47058823529412,131,3.85294117647059,66,1.94117647058824,72,2.11764705882353,114,3.35294117647059,14,0.411764705882353,128,3.76470588235294,202,5.94117647058824,33,0.970588235294118,3,0.0882352941176471,108,3.17647058823529,49,1.44117647058824,492,14.4705882352941,0.416,0.917,0.43,0.382,0.471,-0.530473196968961,0.0783808145624104,115000
"41","Cheyenne Parker",2019,26,"CHI",2.6,34,0,670,19.7058823529412,107,3.14705882352941,233,6.85294117647059,102,3,215,6.32352941176471,5,0.147058823529412,18,0.529411764705882,80,2.35294117647059,95,2.79411764705882,135,3.97058823529412,62,1.82352941176471,197,5.79411764705882,30,0.882352941176471,25,0.735294117647059,42,1.23529411764706,45,1.32352941176471,81,2.38235294117647,299,8.79411764705882,0.459,0.842,0.474,0.278,0.47,-8.23637974174714,-1.74615949600036,110000
"42","Chiney Ogwumike",2019,27,"LAS",3,32,14,697,21.78125,125,3.90625,253,7.90625,124,3.875,249,7.78125,1,0.03125,4,0.125,55,1.71875,68,2.125,103,3.21875,81,2.53125,184,5.75,25,0.78125,33,1.03125,23,0.71875,42,1.3125,110,3.4375,306,9.5625,0.494,0.809,0.498,0.25,0.496,2.89076628119542,0.544773215413953,117500
"43","Chloe Jackson",2019,22,"CHI",-0.2,8,0,32,4,2,0.25,9,1.125,2,0.25,9,1.125,0,0,0,0,1,0.125,6,0.75,3,0.375,3,0.375,6,0.75,4,0.5,5,0.625,0,0,6,0.75,1,0.125,5,0.625,0.222,0.167,0.222,NA,0.222,6.60706361976951,0.365068094052125,NA
"44","Courtney Paris",2019,31,"SEA",0.3,30,0,190,6.33333333333333,6,0.2,15,0.5,6,0.2,15,0.5,0,0,0,0,3,0.1,7,0.233333333333333,39,1.3,13,0.433333333333333,52,1.73333333333333,13,0.433333333333333,8,0.266666666666667,3,0.1,9,0.3,18,0.6,15,0.5,0.4,0.429,0.4,NA,0.4,-13.0095046329616,-1.42086666053444,111000
"45","Courtney Vandersloot",2019,30,"CHI",4.1,33,33,991,30.030303030303,135,4.09090909090909,299,9.06060606060606,104,3.15151515151515,192,5.81818181818182,31,0.939393939393939,107,3.24242424242424,68,2.06060606060606,80,2.42424242424242,123,3.72727272727273,20,0.606060606060606,143,4.33333333333333,300,9.09090909090909,45,1.36363636363636,15,0.454545454545455,96,2.90909090909091,50,1.51515151515152,369,11.1818181818182,0.452,0.85,0.542,0.29,0.503,9.19211580268784,2.09523766361881,117500
"46","Courtney Williams",2019,25,"CON",3.5,34,34,988,29.0588235294118,187,5.5,430,12.6470588235294,171,5.02941176470588,395,11.6176470588235,16,0.470588235294118,35,1.02941176470588,60,1.76470588235294,75,2.20588235294118,141,4.14705882352941,48,1.41176470588235,189,5.55882352941176,129,3.79411764705882,46,1.35294117647059,13,0.382352941176471,56,1.64705882352941,47,1.38235294117647,450,13.2352941176471,0.435,0.8,0.433,0.457,0.453,-0.638900823436709,0.0160870715023046,59718
"47","Crystal Langhorne",2019,32,"SEA",0.6,34,4,577,16.9705882352941,70,2.05882352941176,171,5.02941176470588,52,1.52941176470588,114,3.35294117647059,18,0.529411764705882,57,1.67647058823529,33,0.970588235294118,44,1.29411764705882,79,2.32352941176471,27,0.794117647058823,106,3.11764705882353,33,0.970588235294118,10,0.294117647058824,9,0.264705882352941,43,1.26470588235294,35,1.02941176470588,191,5.61764705882353,0.409,0.75,0.456,0.316,0.462,-0.522684040325805,0.45175525980651,105000
"48","Damiris Dantas",2019,26,"MIN",2.2,26,26,667,25.6538461538462,89,3.42307692307692,206,7.92307692307692,47,1.80769230769231,99,3.80769230769231,42,1.61538461538462,107,4.11538461538461,19,0.730769230769231,26,1,88,3.38461538461538,28,1.07692307692308,116,4.46153846153846,84,3.23076923076923,19,0.730769230769231,15,0.576923076923077,45,1.73076923076923,74,2.84615384615385,239,9.19230769230769,0.432,0.731,0.475,0.393,0.534,-1.00841550586244,-0.0795911888408647,105000
"49","Danielle Robinson",2019,30,"MIN",2.3,34,25,919,27.0294117647059,138,4.05882352941176,316,9.29411764705882,129,3.79411764705882,275,8.08823529411765,9,0.264705882352941,41,1.20588235294118,58,1.70588235294118,66,1.94117647058824,96,2.82352941176471,22,0.647058823529412,118,3.47058823529412,125,3.67647058823529,42,1.23529411764706,7,0.205882352941176,70,2.05882352941176,61,1.79411764705882,343,10.0882352941176,0.437,0.879,0.469,0.22,0.451,9.65363824558144,2.34775303987574,108000
"50","Dearica Hamby",2019,25,"LVA",3.6,34,9,842,24.7647058823529,141,4.14705882352941,289,8.5,124,3.64705882352941,236,6.94117647058824,17,0.5,53,1.55882352941176,74,2.17647058823529,103,3.02941176470588,181,5.32352941176471,76,2.23529411764706,257,7.55882352941176,65,1.91176470588235,33,0.970588235294118,12,0.352941176470588,61,1.79411764705882,71,2.08823529411765,373,10.9705882352941,0.488,0.718,0.525,0.321,0.517,-3.13237911137738,-0.831906747387055,115000
"51","DeWanna Bonner",2019,31,"PHO",4,34,34,1120,32.9411764705882,190,5.58823529411765,504,14.8235294117647,138,4.05882352941176,313,9.20588235294118,52,1.52941176470588,191,5.61764705882353,153,4.5,167,4.91176470588235,226,6.64705882352941,34,1,260,7.64705882352941,92,2.70588235294118,44,1.29411764705882,21,0.617647058823529,53,1.55882352941176,55,1.61764705882353,585,17.2058823529412,0.377,0.916,0.441,0.272,0.429,-3.53388014594631,-0.807585660351013,127500
"52","Diamond DeShields",2019,24,"CHI",2.4,34,34,1027,30.2058823529412,192,5.64705882352941,481,14.1470588235294,142,4.17647058823529,323,9.5,50,1.47058823529412,158,4.64705882352941,117,3.44117647058824,140,4.11764705882353,158,4.64705882352941,29,0.852941176470588,187,5.5,82,2.41176470588235,43,1.26470588235294,14,0.411764705882353,74,2.17647058823529,92,2.70588235294118,551,16.2058823529412,0.399,0.836,0.44,0.316,0.451,-5.50076824720174,-1.66874717477807,53616
"53","Diana Taurasi",2019,37,"PHO",-0.4,6,6,129,21.5,4,0.666666666666667,39,6.5,3,0.5,15,2.5,1,0.166666666666667,24,4,17,2.83333333333333,18,3,18,3,1,0.166666666666667,19,3.16666666666667,32,5.33333333333333,2,0.333333333333333,1,0.166666666666667,13,2.16666666666667,15,2.5,26,4.33333333333333,0.103,0.944,0.2,0.042,0.115,0.408243606858763,-0.00800744004410051,117500
"54","Elena Delle Donne",2019,29,"WAS",7.7,31,31,901,29.0645161290323,220,7.09677419354839,427,13.7741935483871,168,5.41935483870968,306,9.87096774193548,52,1.67741935483871,121,3.90322580645161,114,3.67741935483871,117,3.7741935483871,207,6.67741935483871,48,1.54838709677419,255,8.2258064516129,68,2.19354838709677,19,0.612903225806452,39,1.25806451612903,30,0.967741935483871,32,1.03225806451613,606,19.5483870967742,0.515,0.974,0.549,0.43,0.576,8.37253808812185,1.83677258609954,117000
"55","Elizabeth Williams",2019,26,"ATL",2.7,32,32,909,28.40625,107,3.34375,235,7.34375,107,3.34375,235,7.34375,0,0,0,0,82,2.5625,112,3.5,109,3.40625,99,3.09375,208,6.5,37,1.15625,24,0.75,53,1.65625,41,1.28125,71,2.21875,296,9.25,0.455,0.732,0.455,NA,0.455,-1.76326442392485,-0.844713052689085,115000
"56","Emma Meesseman",2019,26,"WAS",4,23,6,543,23.6086956521739,122,5.30434782608696,221,9.60869565217391,103,4.47826086956522,176,7.65217391304348,19,0.826086956521739,45,1.95652173913043,38,1.65217391304348,42,1.82608695652174,70,3.04347826086957,27,1.17391304347826,97,4.21739130434783,73,3.17391304347826,20,0.869565217391304,15,0.652173913043478,22,0.956521739130435,41,1.78260869565217,301,13.0869565217391,0.552,0.905,0.585,0.422,0.595,7.85711156232937,1.83144967231589,117500
"57","Epiphanny Prince",2019,31,"LVA",0.2,3,0,28,9.33333333333333,5,1.66666666666667,10,3.33333333333333,2,0.666666666666667,3,1,3,1,7,2.33333333333333,0,0,0,0,1,0.333333333333333,1,0.333333333333333,2,0.666666666666667,3,1,1,0.333333333333333,1,0.333333333333333,0,0,5,1.66666666666667,13,4.33333333333333,0.5,NA,0.667,0.429,0.65,-0.261475844610138,-0.0308306383127043,NA
"58","Erica McCall",2019,23,"IND",0,15,0,104,6.93333333333333,3,0.2,22,1.46666666666667,3,0.2,22,1.46666666666667,0,0,0,0,8,0.533333333333333,8,0.533333333333333,16,1.06666666666667,11,0.733333333333333,27,1.8,6,0.4,1,0.0666666666666667,6,0.4,3,0.2,13,0.866666666666667,14,0.933333333333333,0.136,1,0.136,NA,0.136,1.39502904794041,0.663424166449491,46028
"59","Erica Wheeler",2019,28,"IND",1.4,34,34,850,25,127,3.73529411764706,298,8.76470588235294,79,2.32352941176471,173,5.08823529411765,48,1.41176470588235,125,3.67647058823529,41,1.20588235294118,47,1.38235294117647,97,2.85294117647059,5,0.147058823529412,102,3,171,5.02941176470588,40,1.17647058823529,5,0.147058823529412,97,2.85294117647059,74,2.17647058823529,343,10.0882352941176,0.426,0.872,0.457,0.384,0.507,4.13583499849097,-0.0581950962780679,80000
"60","Essence Carson",2019,32,"PHO",0.4,23,13,425,18.4782608695652,45,1.95652173913043,128,5.56521739130435,31,1.34782608695652,87,3.78260869565217,14,0.608695652173913,41,1.78260869565217,29,1.26086956521739,37,1.60869565217391,40,1.73913043478261,11,0.478260869565217,51,2.21739130434783,35,1.52173913043478,12,0.521739130434783,8,0.347826086956522,17,0.739130434782609,23,1,133,5.78260869565217,0.352,0.784,0.356,0.341,0.406,-1.13874821530082,-0.125261934643059,85000
"61","Gabby Williams",2019,22,"CHI",0,33,2,527,15.969696969697,75,2.27272727272727,181,5.48484848484848,68,2.06060606060606,140,4.24242424242424,7,0.212121212121212,41,1.24242424242424,29,0.878787878787879,40,1.21212121212121,58,1.75757575757576,14,0.424242424242424,72,2.18181818181818,68,2.06060606060606,23,0.696969696969697,7,0.212121212121212,55,1.66666666666667,41,1.24242424242424,186,5.63636363636364,0.414,0.725,0.486,0.171,0.434,4.99703438958846,0.865251420622836,53616
"62","Glory Johnson",2019,28,"DAL",1.2,28,19,676,24.1428571428571,78,2.78571428571429,214,7.64285714285714,43,1.53571428571429,111,3.96428571428571,35,1.25,103,3.67857142857143,14,0.5,24,0.857142857142857,117,4.17857142857143,27,0.964285714285714,144,5.14285714285714,39,1.39285714285714,39,1.39285714285714,18,0.642857142857143,28,1,45,1.60714285714286,205,7.32142857142857,0.364,0.583,0.387,0.34,0.446,-1.14858686332783,-0.404423806193118,117500
"63","Haley Peters",2019,26,"ATL",-0.2,4,0,26,6.5,0,0,7,1.75,0,0,7,1.75,0,0,0,0,2,0.5,2,0.5,1,0.25,1,0.25,2,0.5,1,0.25,1,0.25,1,0.25,4,1,3,0.75,2,0.5,0,1,0,NA,0,-13.0604861584608,-0.633671718548455,NA
"64","Han Xu",2019,19,"NYL",0,18,0,143,7.94444444444444,24,1.33333333333333,58,3.22222222222222,19,1.05555555555556,48,2.66666666666667,5,0.277777777777778,10,0.555555555555556,1,0.0555555555555556,2,0.111111111111111,13,0.722222222222222,2,0.111111111111111,15,0.833333333333333,2,0.111111111111111,3,0.166666666666667,4,0.222222222222222,2,0.111111111111111,6,0.333333333333333,54,3,0.414,0.5,0.396,0.5,0.457,-15.9651175731598,-1.69230224701954,42570
"65","Imani McGee-Stafford",2019,24,"DAL",0.4,29,6,346,11.9310344827586,51,1.75862068965517,109,3.75862068965517,50,1.72413793103448,105,3.62068965517241,1,0.0344827586206897,4,0.137931034482759,9,0.310344827586207,14,0.482758620689655,67,2.31034482758621,44,1.51724137931034,111,3.82758620689655,18,0.620689655172414,17,0.586206896551724,18,0.620689655172414,34,1.17241379310345,58,2,112,3.86206896551724,0.468,0.643,0.476,0.25,0.472,2.24518919656262,0.272813414187121,53290
"66","Isabelle Harrison",2019,25,"DAL",1.6,31,29,794,25.6129032258065,110,3.54838709677419,241,7.7741935483871,110,3.54838709677419,235,7.58064516129032,0,0,6,0.193548387096774,48,1.54838709677419,67,2.16129032258065,109,3.51612903225806,72,2.32258064516129,181,5.83870967741935,42,1.35483870967742,35,1.12903225806452,25,0.806451612903226,48,1.54838709677419,80,2.58064516129032,268,8.64516129032258,0.456,0.716,0.468,0,0.456,1.34782602839096,0.222749947617683,53290
"67","Jackie Young",2019,21,"LVA",1.3,34,34,767,22.5588235294118,76,2.23529411764706,236,6.94117647058824,62,1.82352941176471,192,5.64705882352941,14,0.411764705882353,44,1.29411764705882,59,1.73529411764706,73,2.14705882352941,88,2.58823529411765,23,0.676470588235294,111,3.26470588235294,153,4.5,26,0.764705882352941,12,0.352941176470588,53,1.55882352941176,47,1.38235294117647,225,6.61764705882353,0.322,0.808,0.323,0.318,0.352,1.33998660933692,0.279872087872493,53537
"68","Jaime Nared",2019,23,"LVA",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,-2.8927896165785,-0.00941097929596053,5446
"69","Jamierra Faulkner",2019,27,"CHI",0,13,0,72,5.53846153846154,6,0.461538461538462,18,1.38461538461538,5,0.384615384615385,9,0.692307692307692,1,0.0769230769230769,9,0.692307692307692,4,0.307692307692308,8,0.615384615384615,2,0.153846153846154,2,0.153846153846154,4,0.307692307692308,11,0.846153846153846,2,0.153846153846154,0,0,5,0.384615384615385,8,0.615384615384615,17,1.30769230769231,0.333,0.5,0.556,0.111,0.361,-0.569249880917781,-0.195845490586866,62000
"70","Jantel Lavender",2019,30,"CHI",1.3,23,22,619,26.9130434782609,103,4.47826086956522,210,9.1304347826087,97,4.21739130434783,183,7.95652173913043,6,0.260869565217391,27,1.17391304347826,19,0.826086956521739,21,0.91304347826087,112,4.8695652173913,46,2,158,6.8695652173913,26,1.1304347826087,7,0.304347826086957,13,0.565217391304348,32,1.39130434782609,34,1.47826086956522,231,10.0434782608696,0.49,0.905,0.53,0.222,0.505,-1.9614867064071,-0.19398467957702,115000
"71","Jasmine Thomas",2019,29,"CON",2,34,34,1009,29.6764705882353,139,4.08823529411765,355,10.4411764705882,94,2.76470588235294,232,6.82352941176471,45,1.32352941176471,123,3.61764705882353,56,1.64705882352941,70,2.05882352941176,78,2.29411764705882,19,0.558823529411765,97,2.85294117647059,175,5.14705882352941,48,1.41176470588235,5,0.147058823529412,93,2.73529411764706,62,1.82352941176471,379,11.1470588235294,0.392,0.8,0.405,0.366,0.455,-1.88119624766751,-0.249636827916368,117500
"72","Jessica Breland",2019,31,"ATL",1.5,33,33,767,23.2424242424242,104,3.15151515151515,275,8.33333333333333,95,2.87878787878788,237,7.18181818181818,9,0.272727272727273,38,1.15151515151515,29,0.878787878787879,33,1,198,6,42,1.27272727272727,240,7.27272727272727,55,1.66666666666667,42,1.27272727272727,35,1.06060606060606,38,1.15151515151515,65,1.96969696969697,246,7.45454545454545,0.378,0.879,0.401,0.237,0.395,9.90877619138113,1.81894078882681,115000
"73","Jessica Shepard",2019,22,"MIN",0.1,6,0,112,18.6666666666667,11,1.83333333333333,29,4.83333333333333,10,1.66666666666667,22,3.66666666666667,1,0.166666666666667,7,1.16666666666667,6,1,8,1.33333333333333,25,4.16666666666667,9,1.5,34,5.66666666666667,21,3.5,2,0.333333333333333,1,0.166666666666667,15,2.5,9,1.5,29,4.83333333333333,0.379,0.75,0.455,0.143,0.397,7.78022882107695,0.879274873867764,42570
"74","Jewell Loyd",2019,25,"SEA",1.3,27,21,686,25.4074074074074,117,4.33333333333333,299,11.0740740740741,83,3.07407407407407,198,7.33333333333333,34,1.25925925925926,101,3.74074074074074,64,2.37037037037037,69,2.55555555555556,63,2.33333333333333,11,0.407407407407407,74,2.74074074074074,54,2,35,1.2962962962963,3,0.111111111111111,52,1.92592592592593,33,1.22222222222222,332,12.2962962962963,0.391,0.928,0.419,0.337,0.448,0.531534978013463,-0.247386587661753,117500
"75","Ji-Su Park",2019,20,"LVA",-0.2,25,0,163,6.52,8,0.32,37,1.48,8,0.32,36,1.44,0,0,1,0.04,4,0.16,9,0.36,17,0.68,10,0.4,27,1.08,10,0.4,5,0.2,4,0.16,7,0.28,23,0.92,20,0.8,0.216,0.444,0.222,0,0.216,-3.29951558382226,-0.397498431875659,NA
"76","Jillian Alleyne",2019,24,"MIN",0,5,0,14,2.8,2,0.4,6,1.2,2,0.4,6,1.2,0,0,0,0,0,0,0,0,3,0.6,2,0.4,5,1,1,0.2,0,0,1,0.2,0,0,0,0,4,0.8,0.333,NA,0.333,NA,0.333,4.07167616649165,0.263944859389637,8169
"77","Jonquel Jones",2019,25,"CON",5.6,34,34,980,28.8235294117647,173,5.08823529411765,386,11.3529411764706,130,3.82352941176471,247,7.26470588235294,43,1.26470588235294,139,4.08823529411765,108,3.17647058823529,132,3.88235294117647,217,6.38235294117647,113,3.32352941176471,330,9.70588235294118,52,1.52941176470588,43,1.26470588235294,68,2,66,1.94117647058824,96,2.82352941176471,497,14.6176470588235,0.448,0.818,0.526,0.309,0.504,9.9100042177474,2.00158067640718,59718
"78","Jordin Canada",2019,23,"SEA",1.3,30,29,865,28.8333333333333,112,3.73333333333333,289,9.63333333333333,104,3.46666666666667,246,8.2,8,0.266666666666667,43,1.43333333333333,63,2.1,82,2.73333333333333,58,1.93333333333333,13,0.433333333333333,71,2.36666666666667,155,5.16666666666667,68,2.26666666666667,7,0.233333333333333,79,2.63333333333333,48,1.6,295,9.83333333333333,0.388,0.768,0.423,0.186,0.401,-3.19260815073665,-1.15549349721676,49611
"79","Kaela Davis",2019,24,"DAL",-1.8,33,16,634,19.2121212121212,76,2.3030303030303,231,7,60,1.81818181818182,180,5.45454545454545,16,0.484848484848485,51,1.54545454545455,29,0.878787878787879,33,1,57,1.72727272727273,16,0.484848484848485,73,2.21212121212121,69,2.09090909090909,18,0.545454545454545,6,0.181818181818182,73,2.21212121212121,79,2.39393939393939,197,5.96969696969697,0.329,0.879,0.333,0.314,0.364,-0.521373945115819,-0.0436161310387927,47798
"80","Kahleah Copper",2019,24,"CHI",0,34,0,502,14.7647058823529,79,2.32352941176471,204,6,64,1.88235294117647,155,4.55882352941176,15,0.441176470588235,49,1.44117647058824,54,1.58823529411765,70,2.05882352941176,52,1.52941176470588,12,0.352941176470588,64,1.88235294117647,30,0.882352941176471,14,0.411764705882353,3,0.0882352941176471,43,1.26470588235294,51,1.5,227,6.67647058823529,0.387,0.771,0.413,0.306,0.424,1.44522693326707,0.152351055594464,59718
