"","Player","Season","Age","Tm","WS","G","GS","MP","MPG","FG","FGPG","FGA","FGAPG","X2P","X2PPG","X2PA","X2PAPG","X3P","X3PPG","X3PA","X3PAPG","FT","FTPG","FTA","FTAPG","DRB","DRBPG","ORB","ORBPG","TRB","TRBPG","AST","APG","STL","SPG","BLK","BPG","TOV","TPG","PF","PFPG","PTS","PPG","FG.","FT.","X2P.","X3P.","eFG.","APM","RAPM","Salary"
"73","Jessica Shepard",2019,22,"MIN",0.1,6,0,112,18.667,11,1.833,29,4.833,10,1.667,22,3.667,1,0.167,7,1.167,6,1,8,1.333,25,4.167,9,1.5,34,5.667,21,3.5,2,0.333,1,0.167,15,2.5,9,1.5,29,4.833,0.379,0.75,0.455,0.143,0.397,7.78,0.879,42570
"74","Jewell Loyd",2019,25,"SEA",1.3,27,21,686,25.407,117,4.333,299,11.074,83,3.074,198,7.333,34,1.259,101,3.741,64,2.37,69,2.556,63,2.333,11,0.407,74,2.741,54,2,35,1.296,3,0.111,52,1.926,33,1.222,332,12.296,0.391,0.928,0.419,0.337,0.448,0.532,-0.247,117500
"75","Ji-Su Park",2019,20,"LVA",-0.2,25,0,163,6.52,8,0.32,37,1.48,8,0.32,36,1.44,0,0,1,0.04,4,0.16,9,0.36,17,0.68,10,0.4,27,1.08,10,0.4,5,0.2,4,0.16,7,0.28,23,0.92,20,0.8,0.216,0.444,0.222,0,0.216,-3.3,-0.397,NA
"76","Jillian Alleyne",2019,24,"MIN",0,5,0,14,2.8,2,0.4,6,1.2,2,0.4,6,1.2,0,0,0,0,0,0,0,0,3,0.6,2,0.4,5,1,1,0.2,0,0,1,0.2,0,0,0,0,4,0.8,0.333,NA,0.333,NA,0.333,4.072,0.264,8169
"77","Jonquel Jones",2019,25,"CON",5.6,34,34,980,28.824,173,5.088,386,11.353,130,3.824,247,7.265,43,1.265,139,4.088,108,3.176,132,3.882,217,6.382,113,3.324,330,9.706,52,1.529,43,1.265,68,2,66,1.941,96,2.824,497,14.618,0.448,0.818,0.526,0.309,0.504,9.91,2.002,59718
"78","Jordin Canada",2019,23,"SEA",1.3,30,29,865,28.833,112,3.733,289,9.633,104,3.467,246,8.2,8,0.267,43,1.433,63,2.1,82,2.733,58,1.933,13,0.433,71,2.367,155,5.167,68,2.267,7,0.233,79,2.633,48,1.6,295,9.833,0.388,0.768,0.423,0.186,0.401,-3.193,-1.155,49611
"79","Kaela Davis",2019,24,"DAL",-1.8,33,16,634,19.212,76,2.303,231,7,60,1.818,180,5.455,16,0.485,51,1.545,29,0.879,33,1,57,1.727,16,0.485,73,2.212,69,2.091,18,0.545,6,0.182,73,2.212,79,2.394,197,5.97,0.329,0.879,0.333,0.314,0.364,-0.521,-0.044,47798
"80","Kahleah Copper",2019,24,"CHI",0,34,0,502,14.765,79,2.324,204,6,64,1.882,155,4.559,15,0.441,49,1.441,54,1.588,70,2.059,52,1.529,12,0.353,64,1.882,30,0.882,14,0.412,3,0.088,43,1.265,51,1.5,227,6.676,0.387,0.771,0.413,0.306,0.424,1.445,0.152,59718
"81","Kalani Brown",2019,22,"LAS",1.2,28,0,377,13.464,54,1.929,113,4.036,54,1.929,112,4,0,0,1,0.036,36,1.286,46,1.643,64,2.286,34,1.214,98,3.5,17,0.607,9,0.321,22,0.786,29,1.036,47,1.679,144,5.143,0.478,0.783,0.482,0,0.478,0.793,0.037,49539
"82","Kaleena Mosqueda-Lewis",2019,25,"SEA",-0.1,31,4,435,14.032,65,2.097,163,5.258,37,1.194,81,2.613,28,0.903,82,2.645,14,0.452,14,0.452,27,0.871,9,0.29,36,1.161,16,0.516,8,0.258,5,0.161,36,1.161,40,1.29,172,5.548,0.399,1,0.457,0.341,0.485,3.326,0.19,70000
"83","Karima Christmas-Kelly",2019,29,"MIN",0,6,0,72,12,5,0.833,18,3,2,0.333,7,1.167,3,0.5,11,1.833,3,0.5,5,0.833,4,0.667,1,0.167,5,0.833,6,1,5,0.833,1,0.167,4,0.667,8,1.333,16,2.667,0.278,0.6,0.286,0.273,0.361,-3.419,-0.191,102000
"84","Karlie Samuelson",2019,24,"TOT",0,7,0,84,12,3,0.429,14,2,0,0,2,0.286,3,0.429,12,1.714,0,0,0,0,3,0.429,1,0.143,4,0.571,5,0.714,3,0.429,1,0.143,0,0,8,1.143,9,1.286,0.214,NA,0,0.25,0.321,5.163,0.405,NA
"85","Katie Lou Samuelson",2019,22,"CHI",0.3,20,0,153,7.65,12,0.6,38,1.9,4,0.2,9,0.45,8,0.4,29,1.45,16,0.8,20,1,13,0.65,4,0.2,17,0.85,7,0.35,6,0.3,2,0.1,5,0.25,15,0.75,48,2.4,0.316,0.8,0.444,0.276,0.421,8.273,1.106,53537
"86","Kayla Alexander",2019,28,"CHI",0.1,3,0,20,6.667,3,1,4,1.333,3,1,4,1.333,0,0,0,0,3,1,4,1.333,5,1.667,2,0.667,7,2.333,1,0.333,0,0,0,0,1,0.333,3,1,9,3,0.75,0.75,0.75,NA,0.75,-11.139,-0.488,6069
"87","Kayla McBride",2019,27,"LVA",3.7,34,34,990,29.118,152,4.471,358,10.529,90,2.647,213,6.265,62,1.824,145,4.265,87,2.559,96,2.824,119,3.5,22,0.647,141,4.147,88,2.588,41,1.206,3,0.088,59,1.735,46,1.353,453,13.324,0.425,0.906,0.423,0.428,0.511,0.143,-0.036,115000
"88","Kayla Thornton",2019,26,"DAL",0.6,27,25,822,30.444,99,3.667,289,10.704,71,2.63,186,6.889,28,1.037,103,3.815,54,2,58,2.148,94,3.481,49,1.815,143,5.296,48,1.778,25,0.926,8,0.296,44,1.63,60,2.222,280,10.37,0.343,0.931,0.382,0.272,0.391,1.24,0.362,86000
"89","Kelsey Mitchell",2019,23,"IND",1.1,34,20,852,25.059,167,4.912,432,12.706,88,2.588,221,6.5,79,2.324,211,6.206,51,1.5,61,1.794,52,1.529,4,0.118,56,1.647,90,2.647,15,0.441,4,0.118,57,1.676,57,1.676,464,13.647,0.387,0.836,0.398,0.374,0.478,7.605,0.989,53616
"90","Kelsey Plum",2019,24,"LVA",1.2,34,30,868,25.529,107,3.147,293,8.618,62,1.824,168,4.941,45,1.324,125,3.676,34,1,39,1.147,82,2.412,15,0.441,97,2.853,102,3,27,0.794,4,0.118,53,1.559,76,2.235,293,8.618,0.365,0.872,0.369,0.36,0.442,-0.077,-0.047,57886
"91","Kenisha Bell",2019,23,"MIN",0,3,0,11,3.667,0,0,1,0.333,0,0,0,0,0,0,1,0.333,0,0,0,0,1,0.333,0,0,1,0.333,1,0.333,0,0,0,0,1,0.333,1,0.333,0,0,0,NA,NA,0,0,7.307,0.235,NA
"92","Kennedy Burke",2019,22,"IND",0.6,31,7,423,13.645,45,1.452,117,3.774,31,1,77,2.484,14,0.452,40,1.29,31,1,44,1.419,27,0.871,18,0.581,45,1.452,22,0.71,18,0.581,10,0.323,21,0.677,30,0.968,135,4.355,0.385,0.705,0.403,0.35,0.444,7.017,0.809,41965
"93","Kia Nurse",2019,23,"NYL",1.9,34,34,1001,29.441,142,4.176,361,10.618,77,2.265,177,5.206,65,1.912,184,5.412,116,3.412,133,3.912,66,1.941,19,0.559,85,2.5,78,2.294,25,0.735,4,0.118,56,1.647,60,1.765,465,13.676,0.393,0.872,0.435,0.353,0.483,9.413,1.888,44273
"94","Kim Mestdagh",2019,29,"WAS",0.1,15,0,71,4.733,7,0.467,18,1.2,1,0.067,3,0.2,6,0.4,15,1,2,0.133,2,0.133,3,0.2,1,0.067,4,0.267,6,0.4,2,0.133,0,0,6,0.4,5,0.333,22,1.467,0.389,1,0.333,0.4,0.556,-8.823,-0.665,41965
"95","Kristi Toliver",2019,32,"WAS",3.3,23,23,678,29.478,116,5.043,235,10.217,80,3.478,135,5.87,36,1.565,100,4.348,30,1.304,35,1.522,56,2.435,11,0.478,67,2.913,137,5.957,27,1.174,2,0.087,47,2.043,31,1.348,298,12.957,0.494,0.857,0.593,0.36,0.57,-3.184,-0.628,115000
"96","Kristine Anigwe",2019,22,"TOT",0.1,27,0,250,9.259,22,0.815,68,2.519,22,0.815,68,2.519,0,0,0,0,22,0.815,32,1.185,38,1.407,28,1.037,66,2.444,6,0.222,9,0.333,8,0.296,17,0.63,39,1.444,66,2.444,0.324,0.688,0.324,NA,0.324,5.428,0.546,44207
"97","LaToya Sanders",2019,32,"WAS",3.4,34,34,804,23.647,87,2.559,172,5.059,87,2.559,172,5.059,0,0,0,0,33,0.971,37,1.088,142,4.176,44,1.294,186,5.471,66,1.941,30,0.882,47,1.382,30,0.882,71,2.088,207,6.088,0.506,0.892,0.506,NA,0.506,7.567,1.62,115000
"98","Layshia Clarendon",2019,28,"CON",0.6,9,0,138,15.333,18,2,43,4.778,16,1.778,41,4.556,2,0.222,2,0.222,18,2,21,2.333,15,1.667,7,0.778,22,2.444,19,2.111,3,0.333,0,0,8,0.889,7,0.778,56,6.222,0.419,0.857,0.39,1,0.442,-0.411,0.117,93400
"99","Leilani Mitchell",2019,34,"PHO",3.5,32,27,971,30.344,134,4.188,304,9.5,60,1.875,132,4.125,74,2.312,172,5.375,68,2.125,82,2.562,80,2.5,16,0.5,96,3,128,4,30,0.938,10,0.312,58,1.812,78,2.438,410,12.812,0.441,0.829,0.455,0.43,0.563,-1.314,-0.524,96757
"100","Lexie Brown",2019,24,"MIN",1.6,33,0,605,18.333,84,2.545,209,6.333,32,0.97,74,2.242,52,1.576,135,4.091,30,0.909,38,1.152,38,1.152,7,0.212,45,1.364,47,1.424,31,0.939,1,0.03,41,1.242,42,1.273,250,7.576,0.402,0.789,0.432,0.385,0.526,3.218,0.476,44273
"101","Liz Cambage",2019,27,"LVA",4.1,32,30,807,25.219,196,6.125,389,12.156,194,6.062,377,11.781,2,0.062,12,0.375,116,3.625,155,4.844,198,6.188,63,1.969,261,8.156,68,2.125,19,0.594,51,1.594,72,2.25,88,2.75,510,15.938,0.504,0.748,0.515,0.167,0.506,4.811,1.495,115000
"102","Maite Cazorla",2019,22,"ATL",-0.2,31,1,477,15.387,29,0.935,93,3,16,0.516,38,1.226,13,0.419,55,1.774,21,0.677,24,0.774,19,0.613,2,0.065,21,0.677,49,1.581,18,0.581,1,0.032,29,0.935,22,0.71,92,2.968,0.312,0.875,0.421,0.236,0.382,-1.962,-0.047,42570
"103","Maria Vadeeva",2019,20,"LAS",0.7,15,1,180,12,51,3.4,104,6.933,46,3.067,88,5.867,5,0.333,16,1.067,10,0.667,13,0.867,40,2.667,18,1.2,58,3.867,10,0.667,15,1,3,0.2,18,1.2,23,1.533,117,7.8,0.49,0.769,0.523,0.313,0.514,4.464,0.511,44273
"104","Marie Gulich",2019,25,"ATL",-0.1,31,1,349,11.258,39,1.258,108,3.484,31,1,83,2.677,8,0.258,25,0.806,16,0.516,22,0.71,50,1.613,35,1.129,85,2.742,19,0.613,5,0.161,24,0.774,32,1.032,62,2,102,3.29,0.361,0.727,0.373,0.32,0.398,0.494,-0.14,44273
"105","Marina Mabrey",2019,22,"LAS",0.3,31,0,355,11.452,45,1.452,131,4.226,24,0.774,54,1.742,21,0.677,77,2.484,14,0.452,16,0.516,32,1.032,6,0.194,38,1.226,30,0.968,19,0.613,7,0.226,24,0.774,23,0.742,125,4.032,0.344,0.875,0.444,0.273,0.424,-7.446,-1.3,42570
"106","Marine Johannes",2019,24,"NYL",0.7,19,0,345,18.158,48,2.526,110,5.789,23,1.211,44,2.316,25,1.316,66,3.474,15,0.789,19,1,25,1.316,9,0.474,34,1.789,46,2.421,8,0.421,3,0.158,22,1.158,30,1.579,136,7.158,0.436,0.789,0.523,0.379,0.55,-3.992,-0.682,41965
"107","Megan Gustafson",2019,22,"DAL",0.7,25,0,238,9.52,27,1.08,55,2.2,26,1.04,46,1.84,1,0.04,9,0.36,18,0.72,20,0.8,43,1.72,20,0.8,63,2.52,7,0.28,4,0.16,6,0.24,10,0.4,26,1.04,73,2.92,0.491,0.9,0.565,0.111,0.5,7.655,1.043,34194
"108","Mercedes Russell",2019,23,"SEA",3.1,34,30,870,25.588,106,3.118,204,6,106,3.118,204,6,0,0,0,0,42,1.235,65,1.912,126,3.706,81,2.382,207,6.088,35,1.029,37,1.088,17,0.5,33,0.971,85,2.5,254,7.471,0.52,0.646,0.52,NA,0.52,-8.036,-1.317,41965
"109","Monique Billings",2019,23,"ATL",0.7,29,2,553,19.069,56,1.931,144,4.966,55,1.897,143,4.931,1,0.034,1,0.034,47,1.621,60,2.069,140,4.828,61,2.103,201,6.931,16,0.552,17,0.586,12,0.414,46,1.586,66,2.276,160,5.517,0.389,0.783,0.385,1,0.392,10.039,1.554,42632
"110","Morgan Tuck",2019,25,"CON",0.3,33,0,352,10.667,45,1.364,116,3.515,30,0.909,74,2.242,15,0.455,42,1.273,18,0.545,30,0.909,48,1.455,18,0.545,66,2,28,0.848,13,0.394,3,0.091,30,0.909,44,1.333,123,3.727,0.388,0.6,0.405,0.357,0.453,-0.562,0.059,64538
"111","Myisha Hines-Allen",2019,23,"WAS",0.3,27,0,211,7.815,25,0.926,69,2.556,19,0.704,53,1.963,6,0.222,16,0.593,7,0.259,12,0.444,33,1.222,25,0.926,58,2.148,24,0.889,9,0.333,11,0.407,21,0.778,32,1.185,63,2.333,0.362,0.583,0.358,0.375,0.406,4.354,0.326,42632
"112","Napheesa Collier",2019,22,"MIN",5.2,34,34,1131,33.265,167,4.912,341,10.029,137,4.029,258,7.588,30,0.882,83,2.441,80,2.353,101,2.971,163,4.794,60,1.765,223,6.559,87,2.559,65,1.912,32,0.941,65,1.912,99,2.912,444,13.059,0.49,0.792,0.531,0.361,0.534,-5.826,-1.299,49539
"113","Natalie Achonwa",2019,26,"IND",2.7,30,18,636,21.2,99,3.3,203,6.767,96,3.2,191,6.367,3,0.1,12,0.4,60,2,66,2.2,108,3.6,48,1.6,156,5.2,48,1.6,18,0.6,20,0.667,29,0.967,77,2.567,261,8.7,0.488,0.909,0.503,0.25,0.495,0.054,1.38,105000
"114","Natasha Cloud",2019,27,"WAS",2.5,34,34,1093,32.147,110,3.235,279,8.206,65,1.912,141,4.147,45,1.324,138,4.059,41,1.206,60,1.765,79,2.324,6,0.176,85,2.5,189,5.559,35,1.029,7,0.206,65,1.912,69,2.029,306,9,0.394,0.683,0.461,0.326,0.475,-12.081,-2.899,115000
"115","Natasha Hiedeman",2019,22,"CON",0.8,20,0,205,10.25,24,1.2,58,2.9,11,0.55,30,1.5,13,0.65,28,1.4,12,0.6,24,1.2,23,1.15,7,0.35,30,1.5,38,1.9,8,0.4,2,0.1,13,0.65,25,1.25,73,3.65,0.414,0.5,0.367,0.464,0.526,-4.969,-0.656,NA
"116","Natasha Howard",2019,27,"SEA",4.6,34,34,1066,31.353,227,6.676,517,15.206,195,5.735,413,12.147,32,0.941,104,3.059,128,3.765,158,4.647,187,5.5,92,2.706,279,8.206,72,2.118,74,2.176,59,1.735,99,2.912,100,2.941,614,18.059,0.439,0.81,0.472,0.308,0.47,1.371,1.032,115000
"117","Nayo Raincock-Ekunwe",2019,27,"NYL",0.4,28,1,367,13.107,43,1.536,79,2.821,42,1.5,76,2.714,1,0.036,3,0.107,16,0.571,25,0.893,38,1.357,39,1.393,77,2.75,12,0.429,8,0.286,4,0.143,22,0.786,43,1.536,103,3.679,0.544,0.64,0.553,0.333,0.551,7.564,1.427,41965
"118","Nia Coffey",2019,24,"ATL",0.2,28,6,389,13.893,47,1.679,139,4.964,25,0.893,81,2.893,22,0.786,58,2.071,23,0.821,42,1.5,55,1.964,23,0.821,78,2.786,12,0.429,14,0.5,13,0.464,21,0.75,52,1.857,139,4.964,0.338,0.548,0.309,0.379,0.417,2.46,0.555,53563
"119","Nneka Ogwumike",2019,28,"LAS",5.5,32,32,892,27.875,207,6.469,406,12.688,184,5.75,338,10.562,23,0.719,68,2.125,77,2.406,93,2.906,209,6.531,73,2.281,282,8.812,58,1.812,60,1.875,15,0.469,58,1.812,92,2.875,514,16.062,0.51,0.828,0.544,0.338,0.538,-4.626,-1.55,115000
"120","Odyssey Sims",2019,26,"MIN",2.1,34,34,1083,31.853,189,5.559,455,13.382,164,4.824,362,10.647,25,0.735,93,2.735,89,2.618,112,3.294,90,2.647,24,0.706,114,3.353,185,5.441,46,1.353,4,0.118,112,3.294,68,2,492,14.471,0.415,0.795,0.453,0.269,0.443,2.383,0.259,115000
"121","Paris Kea",2019,23,"IND",-0.1,11,0,60,5.455,11,1,27,2.455,6,0.545,18,1.636,5,0.455,9,0.818,2,0.182,4,0.364,4,0.364,1,0.091,5,0.455,6,0.545,1,0.091,2,0.182,9,0.818,4,0.364,29,2.636,0.407,0.5,0.333,0.556,0.5,-2.936,-0.577,41965
"122","Rachel Banham",2019,25,"CON",-0.2,29,0,353,12.172,37,1.276,115,3.966,15,0.517,43,1.483,22,0.759,72,2.483,9,0.31,13,0.448,29,1,1,0.034,30,1.034,26,0.897,8,0.276,2,0.069,26,0.897,34,1.172,105,3.621,0.322,0.692,0.349,0.306,0.417,0.576,0.247,64538
"123","Rebecca Allen",2019,26,"NYL",0.6,24,2,412,17.167,65,2.708,156,6.5,36,1.5,88,3.667,29,1.208,68,2.833,13,0.542,16,0.667,49,2.042,12,0.5,61,2.542,17,0.708,12,0.5,18,0.75,17,0.708,51,2.125,172,7.167,0.417,0.813,0.409,0.426,0.51,8.638,1.29,80000
"124","Renee Montgomery",2019,32,"ATL",0.9,34,34,949,27.912,107,3.147,289,8.5,39,1.147,79,2.324,68,2,210,6.176,42,1.235,51,1.5,65,1.912,9,0.265,74,2.176,90,2.647,31,0.912,6,0.176,64,1.882,51,1.5,324,9.529,0.37,0.824,0.494,0.324,0.488,-2.498,-0.39,107000
"125","Reshanda Gray",2019,26,"NYL",0.5,34,10,519,15.265,71,2.088,150,4.412,70,2.059,148,4.353,1,0.029,2,0.059,35,1.029,62,1.824,114,3.353,62,1.824,176,5.176,18,0.529,16,0.471,7,0.206,42,1.235,113,3.324,178,5.235,0.473,0.565,0.473,0.5,0.477,-3.814,-0.707,41965
"126","Riquna Williams",2019,29,"LAS",2,23,14,593,25.783,93,4.043,242,10.522,39,1.696,104,4.522,54,2.348,138,6,44,1.913,50,2.174,47,2.043,13,0.565,60,2.609,37,1.609,26,1.13,4,0.174,28,1.217,58,2.522,284,12.348,0.384,0.88,0.375,0.391,0.496,1.575,0.488,110000
"127","Sami Whitcomb",2019,30,"SEA",1.2,33,13,674,20.424,82,2.485,224,6.788,19,0.576,40,1.212,63,1.909,184,5.576,11,0.333,11,0.333,40,1.212,17,0.515,57,1.727,78,2.364,36,1.091,4,0.121,52,1.576,49,1.485,238,7.212,0.366,1,0.475,0.342,0.507,6.169,1.196,50000
"128","Sancho Lyttle",2019,35,"PHO",0.2,20,2,250,12.5,26,1.3,62,3.1,25,1.25,58,2.9,1,0.05,4,0.2,5,0.25,8,0.4,44,2.2,14,0.7,58,2.9,6,0.3,12,0.6,5,0.25,12,0.6,27,1.35,58,2.9,0.419,0.625,0.431,0.25,0.427,0.908,0.158,80000
"129","Seimone Augustus",2019,35,"MIN",-0.4,12,7,156,13,20,1.667,64,5.333,18,1.5,52,4.333,2,0.167,12,1,3,0.25,4,0.333,5,0.417,2,0.167,7,0.583,15,1.25,5,0.417,1,0.083,12,1,5,0.417,45,3.75,0.313,0.75,0.346,0.167,0.328,9.075,1.041,111000
"130","Shao Ting",2019,29,"MIN",-0.1,5,0,27,5.4,2,0.4,10,2,2,0.4,10,2,0,0,0,0,2,0.4,3,0.6,4,0.8,2,0.4,6,1.2,2,0.4,0,0,1,0.2,2,0.4,6,1.2,6,1.2,0.2,0.667,0.2,NA,0.2,-16.031,-0.759,NA
"131","Shatori Walker-Kimbrough",2019,24,"WAS",1.9,34,1,580,17.059,76,2.235,176,5.176,54,1.588,105,3.088,22,0.647,71,2.088,53,1.559,57,1.676,36,1.059,17,0.5,53,1.559,42,1.235,28,0.824,8,0.235,34,1,41,1.206,227,6.676,0.432,0.93,0.514,0.31,0.494,-8.98,-1.718,53563
"132","Shavonte Zellous",2019,32,"SEA",0.1,31,4,432,13.935,44,1.419,116,3.742,38,1.226,84,2.71,6,0.194,32,1.032,30,0.968,40,1.29,42,1.355,6,0.194,48,1.548,45,1.452,10,0.323,6,0.194,35,1.129,44,1.419,124,4,0.379,0.75,0.452,0.188,0.405,0.201,-0.12,65000
"133","Shekinna Stricklen",2019,28,"CON",2.6,34,34,804,23.647,104,3.059,255,7.5,28,0.824,56,1.647,76,2.235,199,5.853,22,0.647,27,0.794,56,1.647,9,0.265,65,1.912,39,1.147,34,1,7,0.206,28,0.824,79,2.324,306,9,0.408,0.815,0.5,0.382,0.557,2.053,0.81,106000
"134","Shenise Johnson",2019,28,"IND",0.2,17,0,219,12.882,30,1.765,90,5.294,22,1.294,57,3.353,8,0.471,33,1.941,15,0.882,16,0.941,24,1.412,11,0.647,35,2.059,18,1.059,12,0.706,2,0.118,12,0.706,17,1,83,4.882,0.333,0.938,0.386,0.242,0.378,6.663,0.504,104000
"135","Shey Peddy",2019,30,"WAS",0.5,15,0,71,4.733,8,0.533,13,0.867,4,0.267,5,0.333,4,0.267,8,0.533,6,0.4,6,0.4,8,0.533,1,0.067,9,0.6,8,0.533,4,0.267,0,0,3,0.2,8,0.533,26,1.733,0.615,1,0.8,0.5,0.769,5.858,0.664,2723
"136","Sophie Cunningham",2019,22,"PHO",0.5,32,5,389,12.156,28,0.875,79,2.469,14,0.438,33,1.031,14,0.438,46,1.438,30,0.938,34,1.062,39,1.219,6,0.188,45,1.406,25,0.781,11,0.344,4,0.125,20,0.625,53,1.656,100,3.125,0.354,0.882,0.424,0.304,0.443,-3.385,-0.594,42570
"137","Stefanie Dolson",2019,27,"CHI",2.7,34,34,850,25,121,3.559,233,6.853,91,2.676,150,4.412,30,0.882,83,2.441,44,1.294,49,1.441,148,4.353,41,1.206,189,5.559,75,2.206,21,0.618,34,1,66,1.941,125,3.676,316,9.294,0.519,0.898,0.607,0.361,0.584,-2.044,-0.009,115000
"138","Stephanie Mavunga",2019,24,"IND",0.6,24,0,204,8.5,24,1,47,1.958,24,1,46,1.917,0,0,1,0.042,12,0.5,17,0.708,35,1.458,21,0.875,56,2.333,4,0.167,6,0.25,7,0.292,10,0.417,39,1.625,60,2.5,0.511,0.706,0.522,0,0.511,-8.193,-0.278,42632
"139","Stephanie Talbot",2019,25,"MIN",1.1,33,10,561,17,57,1.727,154,4.667,26,0.788,59,1.788,31,0.939,95,2.879,27,0.818,31,0.939,61,1.848,18,0.545,79,2.394,41,1.242,30,0.909,9,0.273,42,1.273,37,1.121,172,5.212,0.37,0.871,0.441,0.326,0.471,-10.361,-2.264,43311
"140","Sugar Rodgers",2019,29,"LVA",0.5,33,0,382,11.576,40,1.212,111,3.364,10,0.303,27,0.818,30,0.909,84,2.545,3,0.091,5,0.152,44,1.333,4,0.121,48,1.455,39,1.182,13,0.394,12,0.364,27,0.818,37,1.121,113,3.424,0.36,0.6,0.37,0.357,0.495,0.7,0.071,102000
"141","Sydney Colson",2019,29,"LVA",1.2,33,0,379,11.485,37,1.121,84,2.545,28,0.848,64,1.939,9,0.273,20,0.606,27,0.818,33,1,21,0.636,2,0.061,23,0.697,59,1.788,31,0.939,4,0.121,28,0.848,40,1.212,110,3.333,0.44,0.818,0.438,0.45,0.494,-2.123,-0.466,NA
"142","Sydney Wiese",2019,24,"LAS",0.8,32,16,659,20.594,55,1.719,143,4.469,21,0.656,50,1.562,34,1.062,93,2.906,9,0.281,9,0.281,37,1.156,5,0.156,42,1.312,57,1.781,15,0.469,8,0.25,32,1,27,0.844,153,4.781,0.385,1,0.42,0.366,0.503,7.978,2.167,47798
"143","Sylvia Fowles",2019,33,"MIN",5.3,34,34,1003,29.5,197,5.794,335,9.853,197,5.794,335,9.853,0,0,0,0,70,2.059,99,2.912,210,6.176,92,2.706,302,8.882,51,1.5,32,0.941,47,1.382,68,2,88,2.588,464,13.647,0.588,0.707,0.588,NA,0.588,-1.712,-0.245,113360
"144","Tamera Young",2019,32,"LVA",0.6,34,4,628,18.471,68,2,179,5.265,63,1.853,163,4.794,5,0.147,16,0.471,39,1.147,61,1.794,89,2.618,35,1.029,124,3.647,67,1.971,23,0.676,4,0.118,48,1.412,61,1.794,180,5.294,0.38,0.639,0.387,0.313,0.394,2.478,0.586,97600
"145","Tanisha Wright",2019,35,"NYL",0.6,31,17,613,19.774,54,1.742,130,4.194,40,1.29,92,2.968,14,0.452,38,1.226,25,0.806,31,1,65,2.097,21,0.677,86,2.774,126,4.065,32,1.032,9,0.29,57,1.839,67,2.161,147,4.742,0.415,0.806,0.435,0.368,0.469,-2.952,-0.502,94860
"146","Tayler Hill",2019,28,"DAL",0.1,4,2,49,12.25,4,1,13,3.25,3,0.75,7,1.75,1,0.25,6,1.5,4,1,5,1.25,3,0.75,2,0.5,5,1.25,3,0.75,1,0.25,0,0,0,0,4,1,13,3.25,0.308,0.8,0.429,0.167,0.346,7.505,0.49,115000
"147","Teaira McCowan",2019,22,"IND",3.9,34,16,752,22.118,119,3.5,230,6.765,119,3.5,230,6.765,0,0,0,0,103,3.029,150,4.412,197,5.794,108,3.176,305,8.971,8,0.235,20,0.588,44,1.294,44,1.294,110,3.235,341,10.029,0.517,0.687,0.517,NA,0.517,-11.069,-1.408,53537
"148","Temi Fagbenle",2019,26,"MIN",0.2,18,0,271,15.056,42,2.333,81,4.5,41,2.278,75,4.167,1,0.056,6,0.333,13,0.722,18,1,30,1.667,22,1.222,52,2.889,15,0.833,6,0.333,6,0.333,32,1.778,41,2.278,98,5.444,0.519,0.722,0.547,0.167,0.525,-0.169,0.092,48564
"149","Theresa Plaisance",2019,27,"TOT",0.7,31,12,442,14.258,54,1.742,146,4.71,29,0.935,73,2.355,25,0.806,73,2.355,21,0.677,26,0.839,89,2.871,24,0.774,113,3.645,34,1.097,9,0.29,19,0.613,31,1,65,2.097,154,4.968,0.37,0.808,0.397,0.342,0.455,6.483,1.054,104000
"150","Tianna Hawkins",2019,28,"WAS",2.7,31,1,477,15.387,113,3.645,220,7.097,80,2.581,129,4.161,33,1.065,91,2.935,37,1.194,40,1.29,82,2.645,47,1.516,129,4.161,23,0.742,14,0.452,4,0.129,35,1.129,77,2.484,296,9.548,0.514,0.925,0.62,0.363,0.589,2.559,0.059,70000
"151","Tierra Ruffin-Pratt",2019,28,"LAS",1.5,34,33,856,25.176,72,2.118,196,5.765,47,1.382,123,3.618,25,0.735,73,2.147,35,1.029,41,1.206,63,1.853,20,0.588,83,2.441,57,1.676,26,0.765,20,0.588,29,0.853,91,2.676,204,6,0.367,0.854,0.382,0.342,0.431,-4.238,-1.056,56375
"152","Tiffany Bias",2019,27,"NYL",-0.3,12,0,105,8.75,7,0.583,28,2.333,4,0.333,9,0.75,3,0.25,19,1.583,6,0.5,7,0.583,6,0.5,0,0,6,0.5,11,0.917,3,0.25,0,0,8,0.667,7,0.583,23,1.917,0.25,0.857,0.444,0.158,0.304,4.279,0.357,NA
"153","Tiffany Hayes",2019,29,"ATL",1,29,29,817,28.172,147,5.069,374,12.897,111,3.828,257,8.862,36,1.241,117,4.034,97,3.345,127,4.379,66,2.276,21,0.724,87,3,82,2.828,29,1,8,0.276,70,2.414,71,2.448,427,14.724,0.393,0.764,0.432,0.308,0.441,-8.573,-1.856,115260
"154","Tiffany Mitchell",2019,24,"IND",0.8,33,14,831,25.182,109,3.303,286,8.667,89,2.697,217,6.576,20,0.606,69,2.091,83,2.515,93,2.818,73,2.212,22,0.667,95,2.879,71,2.152,19,0.576,3,0.091,55,1.667,83,2.515,321,9.727,0.381,0.892,0.41,0.29,0.416,6.587,0.7,53290
